,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,release_action,release_tag_name,release_name,release_body
181,ReleaseEvent,2022-11-13 04:40:27+00:00,43437198,damnever/pigar,6223594,damnever,,,published,v1.0.2,v1.0.2,"v1.0.1 is a bad release, and I am hoping there is no one using it.. sorry for the inconvenience.

## NOTE

**Version 1.x will be the last version that supports Python2.7**

## News
Now, we can search Python package distributions by the top-level import name on https://damnever.github.io/pigar/

## Bug fixes
- Support `*.ipynb` magics and shell command, fixed [#87](https://github.com/damnever/pigar/issues/87). See [#102](https://github.com/damnever/pigar/pull/102), [#117](https://github.com/damnever/pigar/pull/117), [#118](https://github.com/damnever/pigar/pull/118) for details.
- Parse requirements file with the more sophisticated utility, fixed [#48](https://github.com/damnever/pigar/issues/48), [#113](https://github.com/damnever/pigar/issues/113). See [#115](https://github.com/damnever/pigar/pull/115) for details.
- Fixed [#99](https://github.com/damnever/pigar/issues/99), continue if a local package isn't exists. See [#107](https://github.com/damnever/pigar/pull/107) for details.
- Fixed too many values to unpack error when parsing git config. See [#97](https://github.com/damnever/pigar/pull/97) for details.

Thanks to @dsimmie, @yashafromrussia and @mdmmn378 for their contributions to this release."
596,ReleaseEvent,2023-01-13 01:03:07+00:00,91379993,tensorflow/tensorboard,1861094,arcra,15658638,tensorflow,published,2.11.1,TensorBoard 2.11.1,"## Bug Fixes

- Prevent regression in TensorBoard.dev uploader authentication by replacing deprecated OOB auth flow with limited-input device flow. (#6107)
  - See [deprecation announcement](https://developers.googleblog.com/2022/02/making-oauth-flows-safer.html).
- Fix compatibility with numpy 1.24.0 by removing deprecated type aliases (#6117, #6140)"
706,ReleaseEvent,2023-03-19 01:34:39+00:00,11110385,cvxpy/cvxpy,520736,SteveDiamond,82789422,cvxpy,published,v1.3.1,v1.3.1,"This is a patch release for 1.3. The patch includes fixes from many contributors:

@phschiele New deepcopy semantics https://github.com/cvxpy/cvxpy/pull/2053
@Transurgeon Typo fix in documentation https://github.com/cvxpy/cvxpy/pull/2044
@SteveDiamond Fix Mosek power cone https://github.com/cvxpy/cvxpy/pull/2043
@aszekMosek Clean up Mosek parameter settings https://github.com/cvxpy/cvxpy/pull/2029
@jlchen0 Fix p-norm issue with DGP problems https://github.com/cvxpy/cvxpy/pull/2028
@SteveDiamond Unpin setuptools https://github.com/cvxpy/cvxpy/pull/2022
@aszekMosek Attach Mosek log handler before inputting data https://github.com/cvxpy/cvxpy/pull/2017
@samuel-adekunle Update atomic functions docs https://github.com/cvxpy/cvxpy/pull/2016
@phschiele Build wheels on push https://github.com/cvxpy/cvxpy/pull/2008
@phschiele aarch64 wheels https://github.com/cvxpy/cvxpy/pull/2054
@phschiele Keep sparsity for PSD constraints in Mosek interface https://github.com/cvxpy/cvxpy/pull/2063
@SteveDiamond Fix issue with matrix multiplication involving quad https://github.com/cvxpy/cvxpy/pull/2067
@PTNobel Adds error on floats as indices https://github.com/cvxpy/cvxpy/pull/2058
@phschiele Improved PSD check message https://github.com/cvxpy/cvxpy/pull/2009
@SteveDiamond Fix bug with quadratic objective and power atom https://github.com/cvxpy/cvxpy/pull/2060
@rileyjmurray Remove ill-posed xexp test case https://github.com/cvxpy/cvxpy/pull/2001
@SteveDiamond Fix cvxpy-base deployment https://github.com/cvxpy/cvxpy/pull/2071"
811,ReleaseEvent,2023-05-29 10:09:55+00:00,106995518,funilrys/PyFunceble,14127285,funilrys,,,published,4.2.0,Blue Duckling: Ixora,"# What has been fixed ?

- We mitigated some cryptography vulnerabilities (CVE-2023-0286 & CVE-2023-23931) my changing the minimun required version.

- A fatal error when no nameservers are configured by the hosting system. The default DNS Servers (when none are defined at OS/Configuration level) are now the Quad9 unsecured one. ([#328](https://github.com/funilrys/PyFunceble/issues/328))
- The `git.io` service is not deprecated. All URLs were Updated. ([#341](https://github.com/funilrys/PyFunceble/issues/341))

# What has been improved?

## For End-Users

- The weebly.com SPECIAL rulesets. We now take down subdomains, that returns the 406 status code.

- The wordpress.com SPECIAL rulesets. ([#321](https://github.com/funilrys/PyFunceble/issues/321))

## For Developers

- We now support SQLAlchemy v2.x+.
- All SPECIAL rule handlers now share a set of methods to allow us to unify to way we go through our SPECIAL rulesets.
- All converters can now be used without initialization of the subject. Just use the `convert` method, and you are good to go!

# What has been removed?

- The support of any Python version lower that 3.8 (`<=3.7`).

# What is new?

## For End-Users

- The support of Python 3.11.
- The support of PostgreSQL.

- The ""subject-switch"" SPECIAL rulesets. ([#185](https://github.com/funilrys/PyFunceble/issues/185))
- The ""changeip"" SPECIAL rulesets. ([#311](https://github.com/funilrys/PyFunceble/issues/311))
- The imgur.com SPECIAL rulesets. ([#319](https://github.com/funilrys/PyFunceble/issues/319))
- The eToxic SPECIAL rulesets. ([#334](https://github.com/funilrys/PyFunceble/issues/334))
- An `ips` output subdirectory has been added. IPs are now ""first-class citizens"" among the plain text output format-s. ([#268](https://github.com/funilrys/PyFunceble/issues/334))

## For Developers

- Testing with `pytest` now works out of the box. ([#328](https://github.com/funilrys/PyFunceble/issues/328))

---

# Contributors

Thanks to those awesome people who contributed to this release!

- Josenilson Ferreira da SIlva - [@Nilsonfsilva](https://github.com/Nilsonfsilva) | @Nilsonfsilva
- smed79 - [@smed79](https://github.com/smed79) | @smed79
- spirilln - [@spirillen](https://github.com/spirillen) | @spirillen
- T145 - [@T145](https://github.com/T145) | @T145
"
881,ReleaseEvent,2021-07-06 09:09:56+00:00,38982731,home-assistant/frontend,41898282,github-actions[bot],13844975,home-assistant,published,20210706.0,20210706.0,"## What's Changed

* Add tracing to scripts (#9486) @bramkragten
* Add UI for trigger condition (#9505) @bramkragten
* Fix race in translations loading (#9499) @bramkragten
* Fix writing supervisor entrypoint (#9489) @ludeeus
* Use ES5 build for Supervisor on Safari 12 and below (#9485) @bramkragten
* Limit height of charts to 400px (#9487) @bramkragten
* Change path for codespaces (#9484) @ludeeus
"
1584,ReleaseEvent,2022-11-02 14:31:36+00:00,87358890,KrishnaswamyLab/PHATE,8499679,scottgigante,26941417,KrishnaswamyLab,published,v1.0.9,v1.0.9,"## What's Changed
* Test on python 3.9 and 3.10 by @scottgigante in https://github.com/KrishnaswamyLab/PHATE/pull/119


**Full Changelog**: https://github.com/KrishnaswamyLab/PHATE/compare/v1.0.8...v1.0.9"
1694,ReleaseEvent,2022-02-23 17:48:06+00:00,60605358,DataMedSci/pymchelper,7374733,grzanka,19749591,DataMedSci,published,v2.0.0,2.0.0,"## Major changes

Change of `mcscripter` API introduced in https://github.com/DataMedSci/pymchelper/pull/536

## What's Changed
* Bump pydata-sphinx-theme from 0.7.2 to 0.8.0 by @dependabot in https://github.com/DataMedSci/pymchelper/pull/531
* Bump JamesIves/github-pages-deploy-action from 4.2.2 to 4.2.3 by @dependabot in https://github.com/DataMedSci/pymchelper/pull/533
* Bump actions/setup-python from 2.3.1 to 2.3.2 by @dependabot in https://github.com/DataMedSci/pymchelper/pull/535
* improving mcscripter by @grzanka in https://github.com/DataMedSci/pymchelper/pull/536
* Bump JamesIves/github-pages-deploy-action from 4.2.3 to 4.2.5 by @dependabot in https://github.com/DataMedSci/pymchelper/pull/537
* gnuplot writer removal by @grzanka in https://github.com/DataMedSci/pymchelper/pull/543
* documentation update (#542) by @grzanka in https://github.com/DataMedSci/pymchelper/pull/545


**Full Changelog**: https://github.com/DataMedSci/pymchelper/compare/v1.12.0...v2.0.0"
2315,ReleaseEvent,2021-04-27 19:04:12+00:00,129005655,aws-cloudformation/cfn-python-lint,36457093,kddejong,19900777,aws-cloudformation,published,v0.49.0,Release v0.49.0,"###### CloudFormation Specifications
- Update resource specs to `35.0.0` (pull #[1986](https://github.com/aws-cloudformation/cfn-python-lint/pull/1986))
- Patch in Glue resources into `us-gov-west-1` (pull #[1993](https://github.com/aws-cloudformation/cfn-python-lint/pull/1993))
###### Fixes
- Require pyyaml to be at least `5.4` for versions of Python that support it (pull #[1992](https://github.com/aws-cloudformation/cfn-python-lint/pull/1992))
- Update `aws-sam-translator` dependency to be at least `1.35.0` (pull #[1991](https://github.com/aws-cloudformation/cfn-python-lint/pull/1991))
- Update rule [W1001](https://github.com/aws-cloudformation/cfn-python-lint/blob/master/docs/rules.md#W1001) to not validate `Globals` when looking at Refs and GetAtts (pull #[1989](https://github.com/aws-cloudformation/cfn-python-lint/pull/1989))
"
2354,ReleaseEvent,2021-11-15 22:12:14+00:00,26661222,tinode/chat,5938143,or-else,9325720,tinode,published,v0.18.0-beta2,Bug fixes,"e4208c9 another case of unfinished transaction in mysql adapter
5f1282d convert column names to lowercase (lost in refactoring of mysql adapter)
8786219 mysql-adapter: update err variable is rollback is ran (thanks @bkleiner!)
2c22a22 resolve path to email templates agains cwd
0edcbd8 remove `gox` build dependency
"
2813,ReleaseEvent,2022-11-16 18:05:47+00:00,111151504,MicrochipTech/cryptoauthlib,1380404,bryan-hunt,8910143,MicrochipTech,published,v3.4.1,Release v3.4.1 (20221114),"### Hotfixes
  - Update test_atcacert_build_start_signer to verify the structure fields since the structure is no longer packed
  - Update Python ctypes_to_bytes routine to work for all python versions
  - Add pkcs11 signature rule verification function to check mechanism and input parameters per section 5.2 of the specification
  - Fix compilation error when PKCS11 monotonic counter is enabled
  - Fix compilation error when no HALs are specified during configuration"
