,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_id,pr_node_id,pr_title,pr_state,pr_locked,pr_number,pr_body,pr_issue_url,pr_merged_at,pr_closed_at,pr_updated_at,pr_commits,pr_additions,pr_deletions,pr_changed_files,pr_author_association,pr_assignees,pr_requested_reviewers,pr_requested_teams,pr_merged_by_login,pr_merged_by_id,pr_merged_by_type,pr_merged_by_site_admin,pr_label,pr_patch_url,pr_commits_url
92,PullRequestEvent,2016-04-14 18:28:01+00:00,10156090,klen/mixer,1609226,eelkeh,,,66531401,,fix cycle for sqlalchemy backend,open,False,59,"Should fix #36 which I was running in to, not sure if it's the correct way to fix though.",https://api.github.com/repos/klen/mixer/issues/59,,,2016-04-14T18:28:01Z,1,13,0,2,[],[],[],[],,,,,[],https://github.com/klen/mixer/pull/59.patch,https://api.github.com/repos/klen/mixer/pulls/59/commits
121,PullRequestEvent,2015-08-04 16:14:46+00:00,27924304,cdent/gabbi,200878,sileht,,,41587919,,Add `len` extention to the json parser,open,False,76,"This extends the jsonpath_rw parser with customisation
for gabbi.

This first one is `len`",https://api.github.com/repos/cdent/gabbi/issues/76,,,2015-08-04T16:14:46Z,1,58,2,3,[],[],[],[],,,,,[],https://github.com/cdent/gabbi/pull/76.patch,https://api.github.com/repos/cdent/gabbi/pulls/76/commits
128,PullRequestEvent,2018-07-15 13:45:24+00:00,93209191,cemsbr/yala,16239342,pyup-bot,,,201499009,MDExOlB1bGxSZXF1ZXN0MjAxNDk5MDA5,Update gitpython to 2.1.11,open,False,117,"
This PR updates [gitpython](https://pypi.org/project/gitpython) from **2.1.10** to **2.1.11**.



<details>
  <summary>Changelog</summary>
  
  
   ### 2.1.11
   ```
   =================

see the following for (most) details:
https://github.com/gitpython-developers/gitpython/milestone/26?closed=1

or run have a look at the difference between tags v2.1.10 and v2.1.11:
https://github.com/gitpython-developers/GitPython/compare/2.1.10...2.1.11
   ```
   
  
</details>


 

<details>
  <summary>Links</summary>
  
  - PyPI: https://pypi.org/project/gitpython
  - Changelog: https://pyup.io/changelogs/gitpython/
  - Repo: https://github.com/gitpython-developers/GitPython
  - Docs: https://pythonhosted.org/GitPython/
</details>

",https://api.github.com/repos/cemsbr/yala/issues/117,,,2018-07-15T13:45:24Z,1,1,1,1,CONTRIBUTOR,[],[],[],,,,,[],https://github.com/cemsbr/yala/pull/117.patch,https://api.github.com/repos/cemsbr/yala/pulls/117/commits
129,PullRequestEvent,2017-10-28 10:57:27+00:00,107533067,cjrh/aiorun,480395,cjrh,,,149330414,,Hook for shutdown phase,open,False,1,,https://api.github.com/repos/cjrh/aiorun/issues/1,,,2017-10-28T10:57:27Z,2,12,7,1,OWNER,[],[],[],,,,,[],https://github.com/cjrh/aiorun/pull/1.patch,https://api.github.com/repos/cjrh/aiorun/pulls/1/commits
181,PullRequestEvent,2017-10-07 07:08:14+00:00,10031150,emre/kaptan,26336,tony,,,144799121,,Update pytest to 3.2.3,closed,False,60,"
There's a new version of [pytest](https://pypi.python.org/pypi/pytest) available.
You are currently using **3.2.2**. I have updated it to **3.2.3**



These links might come in handy:  <a href=""https://pypi.python.org/pypi/pytest"">PyPI</a> | <a href=""https://pyup.io/changelogs/pytest/"">Changelog</a> | <a href=""https://github.com/pytest-dev/pytest/issues"">Repo</a> | <a href=""http://pytest.org"">Homepage</a> 



### Changelog
> 
>### 3.2.3

>=========================

>Bug Fixes
>---------

>- Fix crash in tab completion when no prefix is given. (`2748
>  &lt;https://github.com/pytest-dev/pytest/issues/2748&gt;`_)

>- The equality checking function (``__eq__``) of ``MarkDecorator`` returns
>  ``False`` if one object is not an instance of ``MarkDecorator``. (`2758
>  &lt;https://github.com/pytest-dev/pytest/issues/2758&gt;`_)

>- When running ``pytest --fixtures-per-test``: don&#39;t crash if an item has no
>  _fixtureinfo attribute (e.g. doctests) (`2788
>  &lt;https://github.com/pytest-dev/pytest/issues/2788&gt;`_)


>Improved Documentation
>----------------------

>- In help text of ``-k`` option, add example of using ``not`` to not select
>  certain tests whose names match the provided expression. (`1442
>  &lt;https://github.com/pytest-dev/pytest/issues/1442&gt;`_)

>- Add note in ``parametrize.rst`` about calling ``metafunc.parametrize``
>  multiple times. (`1548 &lt;https://github.com/pytest-dev/pytest/issues/1548&gt;`_)


>Trivial/Internal Changes
>------------------------

>- Set ``xfail_strict=True`` in pytest&#39;s own test suite to catch expected
>  failures as soon as they start to pass. (`2722
>  &lt;https://github.com/pytest-dev/pytest/issues/2722&gt;`_)

>- Fix typo in example of passing a callable to markers (in example/markers.rst)
>  (`2765 &lt;https://github.com/pytest-dev/pytest/issues/2765&gt;`_)








*Got merge conflicts? Close this PR and delete the branch. I'll create a new PR for you.*

Happy merging! 🤖
",https://api.github.com/repos/emre/kaptan/issues/60,2017-10-07T07:08:14Z,2017-10-07T07:08:14Z,2017-10-07T07:08:14Z,1,1,1,1,CONTRIBUTOR,[],[],[],tony,26336,User,False,[],https://github.com/emre/kaptan/pull/60.patch,https://api.github.com/repos/emre/kaptan/pulls/60/commits
266,PullRequestEvent,2017-12-07 08:22:51+00:00,9954780,keis/base58,125062,keis,,,156930396,,Use bytes for both input and output,open,False,27,"str is accepted as input but will be implicitly encoded as ascii before
processing

Fixes #15
Refs #16",https://api.github.com/repos/keis/base58/issues/27,,,2017-12-07T08:22:51Z,1,37,28,3,OWNER,[],[],[],,,,,[],https://github.com/keis/base58/pull/27.patch,https://api.github.com/repos/keis/base58/pulls/27/commits
285,PullRequestEvent,2018-03-25 20:25:03+00:00,4946406,mher/flower,2257119,pachewise,,,177309385,,Fixes #791: use parse_version instead of tuple comparisons,open,False,792,Not sure how to add a test for this.,https://api.github.com/repos/mher/flower/issues/792,,,2018-03-25T20:25:02Z,1,3,1,1,NONE,[],[],[],,,,,[],https://github.com/mher/flower/pull/792.patch,https://api.github.com/repos/mher/flower/pulls/792/commits
302,PullRequestEvent,2017-10-13 03:01:12+00:00,95191952,rainx/pytdx,6207775,JaysonAlbert,,,146361781,,读取通达信备份的自定义板块文件夹,open,False,79,返回格式与通达信板块一致，在广发证券客户端上测试通过，其它未测试,https://api.github.com/repos/rainx/pytdx/issues/79,,,2017-10-13T03:01:11Z,1,71,1,1,NONE,[],[],[],,,,,[],https://github.com/rainx/pytdx/pull/79.patch,https://api.github.com/repos/rainx/pytdx/pulls/79/commits
308,PullRequestEvent,2017-07-13 13:35:57+00:00,1347652,scoder/lupa,19969470,TitanSnow,,,130372150,,tie lua with lupa to fix dependency missing,open,False,89,"fix #67 

originally lupa finds lua lib installed in system so that it's very possible to be missing and cause build fail

to tie lua with lupa might be a better solution

I added submodule `lua` and compile it together with lupa so that there's no need to install lua before installing lupa",https://api.github.com/repos/scoder/lupa/issues/89,,,2017-07-13T13:35:57Z,3,11,183,3,[],[],[],[],,,,,[],https://github.com/scoder/lupa/pull/89.patch,https://api.github.com/repos/scoder/lupa/pulls/89/commits
317,PullRequestEvent,2015-04-23 15:16:25+00:00,1210175,sunng87/jip,7795787,saamc,,,33965616,,Fix: Leading and trailing whitespace in the content of POM XML elements ...,open,False,22,"...could lead to failure with a KeyError in get_dependencies.

Assuming whitespace is not meant to be preserverd in the process of parsing the POM document (or the modified pom_string), we alter the parsing process by explicitly supplying a parser that has a specialised TreeBuilder object as target. The WhitespaceNormalizer(ElementTree.TreeBuilder) discards leading and trailing whitespace from element content.
This way only 1 place has to be changed to possibly affect all POM properties that could suffer from such problems.

E.g.

> jip install de.tudarmstadt.ukp.dkpro.core:de.tudarmstadt.ukp.dkpro.core.io.conll-asl:1.7.0

Produces the following:
Traceback (most recent call last):
  File ""/project/software/jython-env/bin/jip"", line 8, in <module>
    sys.exit(
  File ""/project/software/jython-env/Lib/site-packages/jip-0.8.3-py2.7.egg/jip/main.py"", line 62, in main
    commands[cmd](**args)
  File ""/project/software/jython-env/Lib/site-packages/jip-0.8.3-py2.7.egg/jip/commands.py"", line 46, in wrapper
    func(*args, **kwargs)
  File ""/project/software/jython-env/Lib/site-packages/jip-0.8.3-py2.7.egg/jip/commands.py"", line 171, in install
    _install([artifact], options=options)
  File ""/project/software/jython-env/Lib/site-packages/jip-0.8.3-py2.7.egg/jip/commands.py"", line 144, in _install
    download_list = _resolve_artifacts(artifacts, exclusions)
  File ""/project/software/jython-env/Lib/site-packages/jip-0.8.3-py2.7.egg/jip/commands.py"", line 129, in _resolve_artifacts
    more_dependencies = pom_obj.get_dependencies()
  File ""/project/software/jython-env/Lib/site-packages/jip-0.8.3-py2.7.egg/jip/maven.py"", line 210, in get_dependencies
    version = dep_mgmt[(group_id, artifact_id)][0]
KeyError: ('de.tudarmstadt.ukp.dkpro.core', '\n\t\t\t\tde.tudarmstadt.ukp.dkpro.core.api.io-asl\n\t\t\t')",https://api.github.com/repos/sunng87/jip/issues/22,,,2015-04-23T15:16:25Z,1,7,2,1,[],[],[],[],,,,,[],https://github.com/sunng87/jip/pull/22.patch,https://api.github.com/repos/sunng87/jip/pulls/22/commits
