,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_id,pr_node_id,pr_title,pr_state,pr_locked,pr_number,pr_body,pr_issue_url,pr_merged_at,pr_closed_at,pr_updated_at,pr_commits,pr_additions,pr_deletions,pr_changed_files,pr_author_association,pr_assignees,pr_requested_reviewers,pr_requested_teams,pr_merged_by_login,pr_merged_by_id,pr_merged_by_type,pr_merged_by_site_admin,pr_label,pr_patch_url,pr_commits_url
1,PullRequestEvent,2018-08-25 03:33:09+00:00,73567304,ofek/bit,32176650,bjarnemagnussen,,,210883197,MDExOlB1bGxSZXF1ZXN0MjEwODgzMTk3,Allows for Segwit functionality,open,False,43,"I have been working on implementing Segwit into Bit and now that the multisig-part was merged I want to release this code as a pull request.

This pull request adds a lot of code and also changes some of the multisig part slightly to make it more readable. But the evolution of the code should be relatively straight forward from the commits.

The new features include:

 * Send to P2SH and Bech32 outputs.
 * Transaction batching (combining inputs spending from different keys' unspents).
 * Generating P2SH-nested Segwit addresses for both single keys (PrivateKey) and multisig (MultiSig).

This pull request does not include the possibility to use Bech32 address to receive bitcoins. It would be straight-forward to implement, but Bit depends on external blockexplorer APIs that have none or only very limited Bech32 support.

Examples are provided below. 

Tests have been added accordingly, but maybe someone can come up with better test methods. Also the way segwit addresses for the keys are generated may be a bit cumbersome and at some point needs refactorizing the code a little. 

Suggestions for improvements are welcome! Please let me know if you find any errors while testing the code.

### Initialising the code
```
from bit import *
from bit.transaction import *
from bit.network.meta import *
```
### Creating Segwit transaction using unspents from both legacy and segwit outputs
```
key1 = PrivateKeyTestnet(""KzDFE5K1Mb6cP2SAUySLUMx8F8KWn5RYiUFTFXcDMY5X22Jp1MvH"")
key1.address
#'mtgECN1DaFVvqrGGdF517prMBSzC2AkVL1'
key1.segwit_address
#""2N21Gzex7WJCzzsA5D33nofcnm1dYSKuJzT""

# Unspents from key1 (could also be retrieved using key1.get_unspents() or calling key1.create_transactions from below without specifying any unspents):
unspents_key1 = [
	Unspent(100000000, 1, '76a914905aa72f3d1747094a24d3adbc38905bb451ffc888ac', 'f09c22717770fcd7e477953c3ca7ecb9bd44ec4d5392f24fdd247dbb8db2d388', 0, False),
	Unspent(3000000000,1 ,'a9146015d175e191e6e5b99211e3ffc6ea7658cb051a87', '37af0739136575bffa08a35269a360c047a06e5816b74383f187802c09d7dee2', 1, True)]

# Send 0.5 bitcoins to  address 2NEcbT1xeB7488HqpmXeC2u5zqYFQ5n4x5Q:
key1.create_transaction(outputs=[(""2NEcbT1xeB7488HqpmXeC2u5zqYFQ5n4x5Q"", 50000000, ""satoshi"")], fee=200, unspents=unspents_key1)
#0100000000010288d3b28dbb7d24dd4ff292534dec44bdb9eca73c3c9577e4d7fc707771229cf0000000006a4730440220750542b1727b3774a7095eb12a20357e75d2ba51b5de13109780012588e0c3b2022032a38b0f9a186b69ea700492f73d7acb57670ac4e700c239b9b75932b2b27f700121021816325d19fd34fd87a039e83e35fc9de3c9de64a501a6684b9bf9946364fbb7ffffffffe2ded7092c8087f18343b716586ea047c060a36952a308fabf7565133907af370100000017160014905aa72f3d1747094a24d3adbc38905bb451ffc8ffffffff0280f0fa020000000017a914ea654a94b18eb41ce290c135cccf9f348e7856a287502acab50000000017a9146015d175e191e6e5b99211e3ffc6ea7658cb051a870002483045022100a62bd04b47c9a2046225303deed38cbb9bd9bc6cc3a9980e82a4826ad001df670220031ad40aad402d4d71f00229daac80ad48cdfcb298f0b27e5b45414947b6c82d0121021816325d19fd34fd87a039e83e35fc9de3c9de64a501a6684b9bf9946364fbb700000000
```
### Creating Segwit transaction using unspents from different keys (`PrivateKey` and `MultiSig`)
```
key2 = PrivateKeyTestnet(""KxhDjpU1TWDbD2ukWpTcj9T55bkKVJsyn2hcDucCecpjApetCRG9"")
p = [key1.public_key.hex(), key2.public_key.hex()]
multi1 = MultiSigTestnet(key1, p, 2)
multi1.segwit_address
#'2NCWeVbWmaUp92dSFP3RddPk6r3GTd6cDd6'
multi2 = MultiSigTestnet(key2, p, 2)

unspents_batch = [
    Unspent(200000000,
            1,
            'a914d35515db546bb040e61651150343a218c87b471e87',
            '64064449fc2aab13316e90beb6c2a224d86a08733ff5b48e422be7688de72346',
            0, True),
    Unspent(3000000000,
			 1,
			  'a9146015d175e191e6e5b99211e3ffc6ea7658cb051a87',
			  '37af0739136575bffa08a35269a360c047a06e5816b74383f187802c09d7dee2',
			  1,
			   True)
]

# multi2 creates the transaction and provides a partially-signed scriptsig to the input spending from an output corresponding to multi2's address:
tx1 = multi2.create_transaction(outputs=[(""bcrt1qpm3x3jrdqhefptw3hlymmlpejttct08zgzzd2t"", 400000000, ""satoshi"")], fee=220, unspents=unspents_batch)
tx1
#010000000001024623e78d68e72b428eb4f53f73086ad824a2c2b6be906e3113ab2afc494406640000000023220020d3a4db6921782f78eb4f158f73adde471629dd5aca41c14a5bfc2ec2a8f39202ffffffffe2ded7092c8087f18343b716586ea047c060a36952a308fabf7565133907af370100000000ffffffff020084d717000000001600140ee268c86d05f290add1bfc9bdfc3992d785bce2985ae3a60000000017a914d35515db546bb040e61651150343a218c87b471e87040047304402201b393cb5783ebc432cdb97163a8082f2c6490ebea3257dac2227a793ece136cb022002530c83b3a92a8b8a1f31db68d6d099c7adce01bb46b96dcc799af8fd5c9d4a0100475221021816325d19fd34fd87a039e83e35fc9de3c9de64a501a6684b9bf9946364fbb721037d696886864509ed63044d8f1bcd53b8def1247bd2bbe056ff81b23e8c09280f52ae0000000000

# key1 can sign its transaction input using only unspents from key1 (but we could also have provided the whole unspent-list):
tx1_1 = key1.sign_transaction(tx1, unspents=unspents_key1)
tx1_1
#010000000001024623e78d68e72b428eb4f53f73086ad824a2c2b6be906e3113ab2afc494406640000000023220020d3a4db6921782f78eb4f158f73adde471629dd5aca41c14a5bfc2ec2a8f39202ffffffffe2ded7092c8087f18343b716586ea047c060a36952a308fabf7565133907af370100000017160014905aa72f3d1747094a24d3adbc38905bb451ffc8ffffffff020084d717000000001600140ee268c86d05f290add1bfc9bdfc3992d785bce2985ae3a60000000017a914d35515db546bb040e61651150343a218c87b471e87040047304402201b393cb5783ebc432cdb97163a8082f2c6490ebea3257dac2227a793ece136cb022002530c83b3a92a8b8a1f31db68d6d099c7adce01bb46b96dcc799af8fd5c9d4a0100475221021816325d19fd34fd87a039e83e35fc9de3c9de64a501a6684b9bf9946364fbb721037d696886864509ed63044d8f1bcd53b8def1247bd2bbe056ff81b23e8c09280f52ae02483045022100d30b3caf525c0dd9e6837a4f4ef966cc9c34e40c59a4ae79e28305a3f7d93e03022026af047648a412be92171c07b4d706e3eaf91eb427b36e1a87dff58a3c2762920121021816325d19fd34fd87a039e83e35fc9de3c9de64a501a6684b9bf9946364fbb700000000
```
### Continuing example above: The order of the provided unspents does ***not*** have to correspond to the order of the inputs in the transaction
```
# Lastly multi1 can provde the missing signature to the partially-signed input and the order in which unspents are provided does not matter:
tx_signed = multi1.sign_transaction(tx1_1, unspents=unspents_batch[::-1])
tx_signed
#010000000001024623e78d68e72b428eb4f53f73086ad824a2c2b6be906e3113ab2afc494406640000000023220020d3a4db6921782f78eb4f158f73adde471629dd5aca41c14a5bfc2ec2a8f39202ffffffffe2ded7092c8087f18343b716586ea047c060a36952a308fabf7565133907af370100000017160014905aa72f3d1747094a24d3adbc38905bb451ffc8ffffffff020084d717000000001600140ee268c86d05f290add1bfc9bdfc3992d785bce2985ae3a60000000017a914d35515db546bb040e61651150343a218c87b471e870400483045022100a2e1d3c0f692c6aa31e659676896b333adf2b2ef081cc17b0166977adb287b2102207a2a8d69b20c290f64bd9abc93fb454a55bfd51f71866ede4d98aafd783e10ea0147304402201b393cb5783ebc432cdb97163a8082f2c6490ebea3257dac2227a793ece136cb022002530c83b3a92a8b8a1f31db68d6d099c7adce01bb46b96dcc799af8fd5c9d4a01475221021816325d19fd34fd87a039e83e35fc9de3c9de64a501a6684b9bf9946364fbb721037d696886864509ed63044d8f1bcd53b8def1247bd2bbe056ff81b23e8c09280f52ae02483045022100d30b3caf525c0dd9e6837a4f4ef966cc9c34e40c59a4ae79e28305a3f7d93e03022026af047648a412be92171c07b4d706e3eaf91eb427b36e1a87dff58a3c2762920121021816325d19fd34fd87a039e83e35fc9de3c9de64a501a6684b9bf9946364fbb700000000
```",https://api.github.com/repos/ofek/bit/issues/43,,,2018-08-25T03:33:08Z,15,1292,343,11,CONTRIBUTOR,[],[],[],,,,,[],https://github.com/ofek/bit/pull/43.patch,https://api.github.com/repos/ofek/bit/pulls/43/commits
28,PullRequestEvent,2017-08-25 18:45:30+00:00,69408336,MrOlm/drep,13424205,MrOlm,,,136379787,,setup.py: sklearn => scikit-learn,closed,False,12,'sklearn' is not the intended library.,https://api.github.com/repos/MrOlm/drep/issues/12,2017-08-25T18:45:30Z,2017-08-25T18:45:30Z,2017-08-25T18:45:30Z,1,1,1,1,[],[],[],[],MrOlm,13424205,User,False,[],https://github.com/MrOlm/drep/pull/12.patch,https://api.github.com/repos/MrOlm/drep/pulls/12/commits
57,PullRequestEvent,2015-09-04 10:39:30+00:00,769951,mhe/pynrrd,6642834,DrCricket,,,44204210,,Added functionality to check for .nrrd file as input,open,False,20,"As mentioned in the Readme -<i> ""pynrrd is currently probably fairly forgiving in what it accepts for as nrrd files and could be made stricter."" </i>- this fix does just that. It checks for the file to be a "".nrrd"" file before being read. ",https://api.github.com/repos/mhe/pynrrd/issues/20,,,2015-09-04T10:39:29Z,2,13,4,1,[],[],[],[],,,,,[],https://github.com/mhe/pynrrd/pull/20.patch,https://api.github.com/repos/mhe/pynrrd/pulls/20/commits
58,PullRequestEvent,2018-08-24 20:53:09+00:00,769951,mhe/pynrrd,327706,ihnorton,,,210846279,MDExOlB1bGxSZXF1ZXN0MjEwODQ2Mjc5,"Allow override of dup. field error, and zlib compression level",open,False,65,"- Allow override of duplicate field error, with a warning instead (occasionally occur with buggy writers)

- Allow changing the compression level - can significantly improve write performance at minimal space cost. As an illustrative example:


<details>
<summary>timing test details</summary>

```python
import nrrd
nrrd.reader._NRRD_ALLOW_DUPLICATE_FIELD = True
```


```python
img,hdr = nrrd.read(""/path/to/dwi.nhdr"")
%timeit -n1 -r1 nrrd.write(""test.nrrd"", img, hdr)
```

    193 ms ± 0 ns per loop (mean ± std. dev. of 1 run, 1 loop each)



```python
hdr['encoding'] = 'gz'
%timeit -n1 -r1 nrrd.write(""test_zl_9.nrrd"", img, hdr)
```

    20.2 s ± 0 ns per loop (mean ± std. dev. of 1 run, 1 loop each)

```python
nrrd.writer._ZLIB_LEVEL = -1
hdr['encoding'] = 'gz'
%timeit -n1 -r1 nrrd.write(""test_zl_default.nrrd"", img, hdr)
```

    9.94 s ± 0 ns per loop (mean ± std. dev. of 1 run, 1 loop each)



```python
nrrd.writer._ZLIB_LEVEL = 1
hdr['encoding'] = 'gz'
%timeit -n1 -r1 nrrd.write(""test_zl_1.nrrd"", img, hdr)
```

    2.68 s ± 0 ns per loop (mean ± std. dev. of 1 run, 1 loop each)

</details>
<br><br>

Output files below (test.nrrd is original, and zl_default is roughly level 6 per the docs):
```python
!ls -lah *.nrrd

    -rw-r--r--  1 inorton  staff    61M Aug 24 16:38 test.nrrd
    -rw-r--r--  1 inorton  staff    27M Aug 24 16:39 test_zl_1.nrrd
    -rw-r--r--  1 inorton  staff    26M Aug 24 16:38 test_zl_9.nrrd
    -rw-r--r--  1 inorton  staff    26M Aug 24 16:38 test_zl_default.nrrd
```

So, level 9 is ~10x slower than level 1, but saves only 1 MB. This is brain MRI data.",https://api.github.com/repos/mhe/pynrrd/issues/65,,,2018-08-24T20:53:09Z,2,36,3,3,CONTRIBUTOR,[],[],[],,,,,[],https://github.com/mhe/pynrrd/pull/65.patch,https://api.github.com/repos/mhe/pynrrd/pulls/65/commits
143,PullRequestEvent,2017-06-01 13:28:45+00:00,4946406,mher/flower,1758850,jat001,,,123499047,,support GitHub Enterprise,open,False,702,,https://api.github.com/repos/mher/flower/issues/702,,,2017-06-01T13:28:44Z,1,34,10,4,[],[],[],[],,,,,[],https://github.com/mher/flower/pull/702.patch,https://api.github.com/repos/mher/flower/pulls/702/commits
184,PullRequestEvent,2017-09-18 09:21:18+00:00,13303522,MrLeeh/pyads,4641542,MrLeeh,,,139734363,,enhancement: passing an integer to the callback,closed,False,32,"Hey Stefan,
this feature from the device notification hasn't been implemented jet. Unitl now the call would pass the handle as default value. However, as I understand it, you can pass any value:
hUser
    [in] 32-bit value that is passed to the callback function.
Regards,
Peter",https://api.github.com/repos/MrLeeh/pyads/issues/32,2017-09-18T09:21:18Z,2017-09-18T09:21:18Z,2017-09-18T09:21:18Z,3,45,10,3,CONTRIBUTOR,[],[],[],MrLeeh,4641542,User,False,[],https://github.com/MrLeeh/pyads/pull/32.patch,https://api.github.com/repos/MrLeeh/pyads/pulls/32/commits
186,PullRequestEvent,2018-03-02 11:42:58+00:00,122285435,acroz/pylivy,1584318,acroz,,,172480341,,Use aiohttp instead of requests,open,False,12,,https://api.github.com/repos/acroz/pylivy/issues/12,,,2018-03-02T11:42:58Z,5,149,115,3,OWNER,[],[],[],,,,,[],https://github.com/acroz/pylivy/pull/12.patch,https://api.github.com/repos/acroz/pylivy/pulls/12/commits
201,PullRequestEvent,2016-03-10 10:17:56+00:00,11978405,chjj/term.js,795070,stefwalter,,,62366917,,Support Content-Security-Policy without inline styles,open,False,115,"When Content-Security-Policy is strictly enforced in browsers,
one cannot have inline javascript (in HTML) or inline styles
in the HTML style attributes.

This commit makes term.js work with these newer security measures.

To enable set 'Terminal.useStyle' and include a relevant
stylesheet in the hosting project's CSS files.",https://api.github.com/repos/chjj/term.js/issues/115,,,2016-03-10T10:17:56Z,1,55,33,1,[],[],[],[],,,,,[],https://github.com/chjj/term.js/pull/115.patch,https://api.github.com/repos/chjj/term.js/pulls/115/commits
318,PullRequestEvent,2016-04-03 03:11:46+00:00,33614304,nvbn/thefuck,2112697,scorphus,,,65057499,,#N/A Add a new rule `git_branch_exists`,open,False,491,,https://api.github.com/repos/nvbn/thefuck/issues/491,,,2016-04-03T03:11:45Z,1,55,0,3,[],[],[],[],,,,,[],https://github.com/nvbn/thefuck/pull/491.patch,https://api.github.com/repos/nvbn/thefuck/pulls/491/commits
331,PullRequestEvent,2016-11-18 01:09:08+00:00,33614304,nvbn/thefuck,2112697,scorphus,,,94285197,,#577: Use builtin `history` in Fish function,open,False,578,Fix #577,https://api.github.com/repos/nvbn/thefuck/issues/578,,,2016-11-18T01:09:08Z,1,7,6,2,[],[],[],[],,,,,[],https://github.com/nvbn/thefuck/pull/578.patch,https://api.github.com/repos/nvbn/thefuck/pulls/578/commits
