,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_id,pr_node_id,pr_title,pr_state,pr_locked,pr_number,pr_body,pr_issue_url,pr_merged_at,pr_closed_at,pr_updated_at,pr_commits,pr_additions,pr_deletions,pr_changed_files,pr_author_association,pr_assignees,pr_requested_reviewers,pr_requested_teams,pr_merged_by_login,pr_merged_by_id,pr_merged_by_type,pr_merged_by_site_admin,pr_label,pr_patch_url,pr_commits_url
5,PullRequestEvent,2016-11-10 06:53:22+00:00,54391698,jd/pifpaf,200878,sileht,,,93096376,,doc: rabbitmq cluster is supported,open,False,33,,https://api.github.com/repos/jd/pifpaf/issues/33,,,2016-11-10T06:53:22Z,1,1,1,1,[],[],[],[],,,,,[],https://github.com/jd/pifpaf/pull/33.patch,https://api.github.com/repos/jd/pifpaf/pulls/33/commits
12,PullRequestEvent,2015-05-10 04:24:10+00:00,2918192,epsy/clize,685865,epsy,,,34982318,,Proposed @cmdline decorator to improve DRY in usage,closed,False,11,,https://api.github.com/repos/epsy/clize/issues/11,,2015-05-10T04:24:09Z,2015-05-10T04:24:09Z,1,9,1,2,[],[],[],[],,,,,[],https://github.com/epsy/clize/pull/11.patch,https://api.github.com/repos/epsy/clize/pulls/11/commits
18,PullRequestEvent,2016-04-05 01:04:04+00:00,2792391,gruns/furl,1041265,gruns,,,65037967,,Correctly encode slashes in username/password,closed,False,67,Fixes #66.,https://api.github.com/repos/gruns/furl/issues/67,,2016-04-05T01:04:04Z,2016-04-05T01:04:04Z,4,24,12,2,[],[],[],[],,,,,[],https://github.com/gruns/furl/pull/67.patch,https://api.github.com/repos/gruns/furl/pulls/67/commits
78,PullRequestEvent,2018-08-28 20:37:20+00:00,10031150,emre/kaptan,16239342,pyup-bot,,,211550256,MDExOlB1bGxSZXF1ZXN0MjExNTUwMjU2,Update sphinx to 1.7.8,open,False,102,"
This PR updates [sphinx](https://pypi.org/project/sphinx) from **1.7.7** to **1.7.8**.



<details>
  <summary>Changelog</summary>
  
  
   ### 1.7.8
   ```
   =====================================

Incompatible changes
--------------------

* The type of ``env.included`` has been changed to dict of set

Bugs fixed
----------

* 5320: intersphinx: crashed if invalid url given
* 5326: manpage: crashed when invalid docname is specified as ``man_pages``
* 5322: autodoc: ``Any`` typehint causes formatting error
* 5327: &quot;document isn&#39;t included in any toctree&quot; warning on rebuild with
  generated files
* 5335: quickstart: escape sequence has been displayed with MacPorts&#39; python
   ```
   
  
</details>


 

<details>
  <summary>Links</summary>
  
  - PyPI: https://pypi.org/project/sphinx
  - Changelog: https://pyup.io/changelogs/sphinx/
  - Homepage: http://sphinx-doc.org/
</details>

",https://api.github.com/repos/emre/kaptan/issues/102,,,2018-08-28T20:37:20Z,1,1,1,1,CONTRIBUTOR,[],[],[],,,,,[],https://github.com/emre/kaptan/pull/102.patch,https://api.github.com/repos/emre/kaptan/pulls/102/commits
116,PullRequestEvent,2016-03-05 04:34:17+00:00,4946406,mher/flower,691049,mher,,,61733516,,replaced map to list comprehension,closed,False,538,"In python 3 `map` returns generator and tornado raise exception while processing env variable like:
`FLOWER_BASIC_AUTH=""admin:passw1,user:passw2""`

```
tornado.options.Error: Option 'basic_auth' is required to be a list of str
```",https://api.github.com/repos/mher/flower/issues/538,2016-03-05T04:34:16Z,2016-03-05T04:34:16Z,2016-03-05T04:34:16Z,1,1,1,1,[],[],[],[],mher,691049,User,False,[],https://github.com/mher/flower/pull/538.patch,https://api.github.com/repos/mher/flower/pulls/538/commits
154,PullRequestEvent,2018-06-17 19:48:22+00:00,20857415,Kuniwak/vint,1124024,Kuniwak,,,195392318,MDExOlB1bGxSZXF1ZXN0MTk1MzkyMzE4,WIP: Enable ProhibitUnusedVariable,open,False,275,,https://api.github.com/repos/Kuniwak/vint/issues/275,,,2018-06-17T19:48:22Z,14,331,170,22,OWNER,"[{'login': 'Kuniwak', 'id': 1124024, 'node_id': 'MDQ6VXNlcjExMjQwMjQ=', 'avatar_url': 'https://avatars2.githubusercontent.com/u/1124024?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Kuniwak', 'html_url': 'https://github.com/Kuniwak', 'followers_url': 'https://api.github.com/users/Kuniwak/followers', 'following_url': 'https://api.github.com/users/Kuniwak/following{/other_user}', 'gists_url': 'https://api.github.com/users/Kuniwak/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Kuniwak/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Kuniwak/subscriptions', 'organizations_url': 'https://api.github.com/users/Kuniwak/orgs', 'repos_url': 'https://api.github.com/users/Kuniwak/repos', 'events_url': 'https://api.github.com/users/Kuniwak/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Kuniwak/received_events', 'type': 'User', 'site_admin': False}]",[],[],,,,,[],https://github.com/Kuniwak/vint/pull/275.patch,https://api.github.com/repos/Kuniwak/vint/pulls/275/commits
159,PullRequestEvent,2017-11-05 20:22:22+00:00,93703838,ahawker/ulid,178002,ahawker,,,150740328,,TEST: Try requirements.txt symlink for services. This is a work-around for services that processes repositories and expect them to follow a static layout (requirements.txt in the root) and cannot configure a custom path.,open,False,69,,https://api.github.com/repos/ahawker/ulid/issues/69,,,2017-11-05T20:22:21Z,1,1,0,1,OWNER,[],[],[],,,,,[],https://github.com/ahawker/ulid/pull/69.patch,https://api.github.com/repos/ahawker/ulid/pulls/69/commits
221,PullRequestEvent,2015-10-31 09:21:50+00:00,6662075,joke2k/faker,852433,elahmo,,,49345577,,Added internet provider for bs_BA,open,False,294,"* added TLDs listed on nic.ba
* added two of the provider specific email address formats, along the free ones",https://api.github.com/repos/joke2k/faker/issues/294,,,2015-10-31T09:21:49Z,1,21,0,1,[],[],[],[],,,,,[],https://github.com/joke2k/faker/pull/294.patch,https://api.github.com/repos/joke2k/faker/pulls/294/commits
231,PullRequestEvent,2015-06-15 15:40:44+00:00,4576441,kbandla/dpkt,4806709,brifordwylie,,,37640715,,Fix Issue #117: dpkt http wrong parse_headers logic.,open,False,181,"Hi @kbandla, I did some investigations on Issue #117. Here is a detailed description for this bug.

The problem is dpke could parse most of the HTTP packets, however sometimes it may raise `NeedData(""premature end of headers"")` exception. 

Hopefully the HTTP header ends with `\r\n\r\n`, but practically some of the packets are not with that ending. Here is an example I captured using Wireshark.

`Host: x.jd.com
Connection: keep-alive
Accept: text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,*/*;q=0.8
User-Agent: Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) 
 Chrome/40.0.2214.115 Safari/537.36
Referer: http://y0.ifengimg.com/mappa/2015/01/22/8467fe372da309ca74727a4af91ee20c.html
Accept-Encoding: gzip, deflate, sdch
Accept-Language: zh-CN,zh;q=0.8,en;q=0.6
Cookie: _pst=sunhao2014; TrackID=1PWdcr3MO_C611BGWJi_u-nDotO7jC8xU2M_oAON-
 W58NCds3C1F6bQRYDFFeSeMydoRk5R2qo8DJFNMIii1uoA; pinId=e3nZh6DHdRzvH6PAy6UGog; 
 pin=sunhao2014; unick=DreamingInCode; _tp=gKQwy5c16Th%2BRWjdagTF4g%3D%3D; user-
 key=95f5a8ba-8e80-4ebf-8855-8405a9195678; __utmz=122270672.1433142066.1.1.utmcsr=trade.jd.
 com|utmccn=(referral)|utmcmd=referral|utmcct=/shopping/order/getOrderInfo.action; 
 unpl=V2_ZzNsbUZeREd0DBRccxtfAGJRQF9KVEccc11DVXkRC1UzAhtaclRCFXEUR1NnGV8UZgoZWUN
 cQBdFCHZXfB9sBmQHFl1yZ0MWRQl2VHMZXQBvAhFaSmc%3D; mt_subsite=|125%2C1434070223|; 
 cn=0; ads_info=t=2...`

In our current implementation, we'll raise the aforementioned `NeedData` exception. However we can see the attached HTTP packet is valid and should be parsed without exception. Thus I modified the original logic. There are two cases which will lead to the `break` clause on Line 16. One is we have reached the end of header string but it doesn't end with '\r\n\r\n', for this case, we directly complete the header parsing with out raising the exception. The other case is the header part ends, so after `strip()` we'll also break the loop and continue parsing the body.",https://api.github.com/repos/kbandla/dpkt/issues/181,,,2015-06-15T15:40:44Z,1,0,2,1,[],[],[],[],,,,,[],https://github.com/kbandla/dpkt/pull/181.patch,https://api.github.com/repos/kbandla/dpkt/pulls/181/commits
247,PullRequestEvent,2015-07-04 22:14:33+00:00,33614304,nvbn/thefuck,2308901,Sticksman,,,39199727,,Update requirements.txt,closed,False,275,This should fix the requirements for the repo.,https://api.github.com/repos/nvbn/thefuck/issues/275,,2015-07-04T22:14:33Z,2015-07-04T22:14:33Z,2,9,4,1,[],[],[],[],,,,,[],https://github.com/nvbn/thefuck/pull/275.patch,https://api.github.com/repos/nvbn/thefuck/pulls/275/commits
