,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,release_action,release_tag_name,release_name,release_body
161,ReleaseEvent,2016-08-31 22:35:06+00:00,48198706,dschep/ntfy,667763,dschep,,,published,v2.2.0,,
317,ReleaseEvent,2017-05-20 16:23:15+00:00,82588597,youfou/wxpy,16631068,youfou,,,published,0.3.9.6,0.3.9.6 (2017-5-14),"1. [修复] 原 `bot.groups()` 中会包含一些曾经加入但实际已退出的群 (Web 微信 BUG)
    * 现针对这种情况增加过滤: **仅返回包含自身的群**
2. [修复] 当使用 `get_wechat_logger()` 和 `WeChatLoggingHandler` 时，将等级设置为 `INFO` 导致循环发送日志的问题"
323,ReleaseEvent,2017-03-07 15:54:48+00:00,82588597,youfou/wxpy,16631068,youfou,,,published,v0.1.2,wxpy v0.1.2 (2017-3-7),"* [新增] embed()，可用于在现有的代码中进行探索和调试
* [新增] wxpy 命令，可用于在命令行中边写边探索
* [调整] Robot() 的 save_path 参数重命名为 cache_path
* [调整] 将已注册函数运行出错时的日志等级从 DEBUG 提升到 WARNING
* [修复] 代码个别地方未使用统一 logger 的问题
* [文档] 新增《混合使用 itchat》


"
751,ReleaseEvent,2018-08-11 11:55:51+00:00,116323642,Nekmo/dirhunt,740106,Nekmo,,,published,v0.4.2,Entry point for Windows support,* Command not found issue for Windows (issue #40)
876,ReleaseEvent,2015-01-28 08:17:14+00:00,4461331,ifduyue/xxtea,568900,ifduyue,,,published,v0.2.0,,"This release is *NOT* compatible with previous versions.

- [NEW] Added PKCS#7 Padding.
- [NEW] Added ``encrypt_hex()`` and ``decrypt_hex()``.
- [CHANGE] Removed ``xxtea.RESULT_TYPE_HEX``, ``xxtea.RESULT_TYPE_RAW``, and
  ``xxtea.RESULT_TYPE_DEFAULT``. ``encrypt()`` and ``decrypt()`` now only
  accept two parameters: input data and key.

---

Full list of changes: https://github.com/ifduyue/xxtea/compare/v0.1.5...v0.2.0"
1055,ReleaseEvent,2017-05-18 00:05:24+00:00,81815654,Noctem/pycrypt,1787524,Noctem,,,published,v0.7.2,0.7.2,Don't build with march=native on ARM. (#2)
1490,ReleaseEvent,2017-01-24 06:32:50+00:00,50903853,AnalogJ/lexicon,891875,AnalogJ,,,published,v1.2.2,v1.2.2,"Timestamp |  SHA | Message | Author 
------------- | ------------- | ------------- | ------------- 
2017-01-24T06:03:47Z | [`1115837ac`](https://github.com/AnalogJ/lexicon/commit/1115837ac9bfb4bcec962a384f542dd0c13eb35a) | updated readme with Yandex support. | Jason Kulatunga 
2017-01-24T06:01:18Z | [`f7102a072`](https://github.com/AnalogJ/lexicon/commit/f7102a0727028da801ebf739be697a5a37f75e9d) | accidently removed import while adding python 3.x support. | Jason Kulatunga 
2017-01-24T05:57:39Z | [`2b79a90c3`](https://github.com/AnalogJ/lexicon/commit/2b79a90c302d872e6e009d23396150ecdb5ca569) | added tests to yandex provider (thanks @kharkevich !) closes #83 | Jason Kulatunga 
2017-01-24T05:29:08Z | [`124888c30`](https://github.com/AnalogJ/lexicon/commit/124888c306109197dd525ce6eb418042baa81afe) | Merge branch 'master' of https://github.com/kharkevich/lexicon into kharkevich-master | Jason Kulatunga 
2017-01-02T20:27:20Z | [`5a99649d7`](https://github.com/AnalogJ/lexicon/commit/5a99649d76ff278f2fc47296ad532013c4aa42bd) | Add fake-test. Fix in provider options | Aliaksandr Kharkevich 
2017-01-02T15:37:22Z | [`ae95011a3`](https://github.com/AnalogJ/lexicon/commit/ae95011a3bac5733dc325531ded19e5a34000318) | add Yandex PDD as a DNS provider | Aliaksandr Kharkevich 
"
1497,ReleaseEvent,2017-12-09 16:51:02+00:00,50903853,AnalogJ/lexicon,891875,AnalogJ,,,published,v2.1.16,v2.1.16,"Timestamp |  SHA | Message | Author
------------- | ------------- | ------------- | -------------
2017-12-09T16:50Z | c6de99dc | (v2.1.16) Automated packaging of release by CapsuleCD | CapsuleCD
2017-12-09T16:47Z | 168a9bb1 | Merge a473e49dfddaadd148a1322c86f4e63af48624a2 into a8abe8c061b8d0900e971047949efc745e5e54bc | init-js
2017-12-06T16:49Z | a473e49d | python 3 syntax error when running tests | Jean-Sebastien Legare
2017-12-05T11:01Z | 8b649338 | [nsone] support linked records. fixes issue #151     - if a linked record is encountered, the code will resolve the link,      recursively, up to 3 times.     - refactoring: filter records before fetching them, as much as possible.     Note: Linked records point to records in the same or another zone on NS1,          but the source and target are always the same type. | Jean-Sebastien Legare
"
1698,ReleaseEvent,2016-12-19 17:58:25+00:00,76513276,kislyuk/domovoi,862013,kislyuk,,,published,v0.0.3,v0.0.3,"- Autogenerate IAM policy

- Release automation"
1828,ReleaseEvent,2017-11-29 18:18:28+00:00,23509035,seisman/HinetPy,3974108,seisman,,,published,0.4.3,0.4.3,Fix several typos and add Chinese documentation.
