,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_id,pr_node_id,pr_title,pr_state,pr_locked,pr_number,pr_body,pr_issue_url,pr_merged_at,pr_closed_at,pr_updated_at,pr_commits,pr_additions,pr_deletions,pr_changed_files,pr_author_association,pr_assignees,pr_requested_reviewers,pr_requested_teams,pr_merged_by_login,pr_merged_by_id,pr_merged_by_type,pr_merged_by_site_admin,pr_label,pr_patch_url,pr_commits_url
17,PullRequestEvent,2016-04-04 11:52:01+00:00,54391698,jd/pifpaf,2644,jd,,,64953885,,Add rabbitmq drivers,closed,False,2,,https://api.github.com/repos/jd/pifpaf/issues/2,2016-04-04T11:52:01Z,2016-04-04T11:52:01Z,2016-04-04T11:52:01Z,4,176,9,6,[],[],[],[],jd,2644,User,False,[],https://github.com/jd/pifpaf/pull/2.patch,https://api.github.com/repos/jd/pifpaf/pulls/2/commits
18,PullRequestEvent,2018-02-02 15:30:43+00:00,54391698,jd/pifpaf,200878,sileht,,,166788732,,gnocchi: use http-socket like gnocchi itself,closed,False,96,,https://api.github.com/repos/jd/pifpaf/issues/96,,2018-02-02T15:30:43Z,2018-02-02T15:30:43Z,1,1,1,1,COLLABORATOR,[],[],[],,,,,[],https://github.com/jd/pifpaf/pull/96.patch,https://api.github.com/repos/jd/pifpaf/pulls/96/commits
73,PullRequestEvent,2018-07-03 09:07:57+00:00,55258005,jopohl/urh,18219846,jopohl,,,198896633,MDExOlB1bGxSZXF1ZXN0MTk4ODk2NjMz,allow save and load of binary protocols,open,False,488,,https://api.github.com/repos/jopohl/urh/issues/488,,,2018-07-03T09:07:56Z,1,48,19,5,OWNER,[],[],[],,,,,[],https://github.com/jopohl/urh/pull/488.patch,https://api.github.com/repos/jopohl/urh/pulls/488/commits
107,PullRequestEvent,2017-02-07 18:33:51+00:00,18603138,WoLpH/mt940,270571,WoLpH,,,105065594,,"#37, TransactionDetail pattern matches up to 6x65 delimited with \r o…",closed,False,38,"…r \n or both

@WoLpH How about such a pattern?

Most test passed as is, changed ones were problably wrong.

Probably needs more tests for border cases.",https://api.github.com/repos/WoLpH/mt940/issues/38,2017-02-07T18:33:51Z,2017-02-07T18:33:51Z,2017-02-07T18:33:51Z,1,17,13,4,[],[],[],[],WoLpH,270571,User,False,[],https://github.com/WoLpH/mt940/pull/38.patch,https://api.github.com/repos/WoLpH/mt940/pulls/38/commits
118,PullRequestEvent,2015-03-31 18:10:04+00:00,27924304,cdent/gabbi,3515,FND,,,32349429,,attempted to clarify response handler documentation,open,False,27,"just a few suggestions, not sure whether they make more sense than what was there before

also, I'm not sure I'm using `response_strings` right; the docs seem to disagree with existing samples",https://api.github.com/repos/cdent/gabbi/issues/27,,,2015-03-31T18:10:04Z,1,28,19,1,[],[],[],[],,,,,[],https://github.com/cdent/gabbi/pull/27.patch,https://api.github.com/repos/cdent/gabbi/pulls/27/commits
120,PullRequestEvent,2016-10-04 13:10:56+00:00,27924304,cdent/gabbi,34498,cdent,,,87748378,,gabbi-run support for multiple input files (take two),closed,False,180,"this addresses #104, improving upon #179 (cf. https://github.com/cdent/gabbi/issues/104#issuecomment-251101913)

no documentation yet because I wasn't sure how or where",https://api.github.com/repos/cdent/gabbi/issues/180,2016-10-04T13:10:56Z,2016-10-04T13:10:56Z,2016-10-04T13:10:56Z,10,143,37,6,[],[],[],[],cdent,34498,User,False,[],https://github.com/cdent/gabbi/pull/180.patch,https://api.github.com/repos/cdent/gabbi/pulls/180/commits
168,PullRequestEvent,2016-08-31 07:17:45+00:00,48198706,dschep/ntfy,9637983,avamsi,,,83400262,,Update __init__.py,open,False,93,"- Remove 'darwin' duplicate in notifiers
- Create notifiers using dict.fromkeys
- Don't replace with '~' in Windows",https://api.github.com/repos/dschep/ntfy/issues/93,,,2016-08-31T07:17:44Z,1,5,6,1,[],[],[],[],,,,,[],https://github.com/dschep/ntfy/pull/93.patch,https://api.github.com/repos/dschep/ntfy/pulls/93/commits
171,PullRequestEvent,2018-08-27 00:29:13+00:00,10031150,emre/kaptan,16239342,pyup-bot,,,210980467,MDExOlB1bGxSZXF1ZXN0MjEwOTgwNDY3,Update pytest to 3.7.3,open,False,101,"
This PR updates [pytest](https://pypi.org/project/pytest) from **3.7.2** to **3.7.3**.



*The bot wasn't able to find a changelog for this release. [Got an idea?](https://github.com/pyupio/changelogs/issues/new)*

<details>
  <summary>Links</summary>
  
  - PyPI: https://pypi.org/project/pytest
  - Changelog: https://pyup.io/changelogs/pytest/
  - Homepage: http://pytest.org
</details>

",https://api.github.com/repos/emre/kaptan/issues/101,,,2018-08-27T00:29:12Z,1,1,1,1,CONTRIBUTOR,[],[],[],,,,,[],https://github.com/emre/kaptan/pull/101.patch,https://api.github.com/repos/emre/kaptan/pulls/101/commits
238,PullRequestEvent,2016-09-07 07:33:48+00:00,5450742,klen/pylama,90699,klen,,,84146648,,"TBD: Add new ""parsable"" output format",closed,False,74,"This is meant to provide all information that is available.

It does not include ""number"", which currently is just the first word
from ""msg"" itself.

TODO:
 - [ ] It does not include the ""number"" info, which is currently just the first word of the message.
What do you think about splitting this, and to have number and message separate?
This would be especially useful when allowing custom output formats.

Ref: https://github.com/klen/pylama/issues/73",https://api.github.com/repos/klen/pylama/issues/74,2016-09-07T07:33:47Z,2016-09-07T07:33:48Z,2016-09-07T07:33:48Z,1,8,4,2,[],[],[],[],klen,90699,User,False,[],https://github.com/klen/pylama/pull/74.patch,https://api.github.com/repos/klen/pylama/pulls/74/commits
239,PullRequestEvent,2017-06-14 19:07:29+00:00,5450742,klen/pylama,9766,blueyed,,,125670551,,Improve parsing of --options: help and default,open,False,104,,https://api.github.com/repos/klen/pylama/issues/104,,,2017-06-14T19:07:29Z,1,26,10,2,[],[],[],[],,,,,[],https://github.com/klen/pylama/pull/104.patch,https://api.github.com/repos/klen/pylama/pulls/104/commits
248,PullRequestEvent,2017-12-14 22:34:49+00:00,4946406,mher/flower,133498,Stibbons,,,158480294,,add uuid_redirect url,open,False,763,"This patch adds an option `--uuid_redirect` to render a link on the uuid page to an external tool that can use this uuid to display more information related to the task.

I use it to connect directly to logtrail plugin on kibana.

Signed-off-by: Gaetan Semet <gaetan@xeberon.net>",https://api.github.com/repos/mher/flower/issues/763,,,2017-12-14T22:34:49Z,1,23,2,4,NONE,[],[],[],,,,,[],https://github.com/mher/flower/pull/763.patch,https://api.github.com/repos/mher/flower/pulls/763/commits
286,PullRequestEvent,2016-09-15 17:10:32+00:00,1347652,scoder/lupa,717176,jbinary,,,85443203,,Call python with the same state as lua was trying to call it. This wa…,open,False,82,"Initial discussion is here: http://www.freelists.org/post/lupa-dev/luaeval-returns-an-extra-value-if-being-run-from-coroutine

So I've identified the problem: when lua tries to call python from another thread, it uses a different state. But if python tries to call lua back, lupa uses the initial one. The commit stores a new stack in runtime in case it has been changed. This way lua.eval works consistently across the use cases. I'm not sure if it can lead to any race conditions but I could not come up with any possible reasons for that. Also, probably, it's not too nice to update runtime._state each time, if you know a better solution, please tell.",https://api.github.com/repos/scoder/lupa/issues/82,,,2016-09-15T17:10:31Z,1,37,0,2,[],[],[],[],,,,,[],https://github.com/scoder/lupa/pull/82.patch,https://api.github.com/repos/scoder/lupa/pulls/82/commits
287,PullRequestEvent,2017-08-03 21:42:13+00:00,68929937,slank/awsgi,857609,adamchainz,,,134048166,,Package as a single file,open,False,7,The module isn't that big so it can just be a single file. Also makes it convenient for people to copy into their lambdas if they aren't using `pip` to install requirements into them.,https://api.github.com/repos/slank/awsgi/issues/7,,,2017-08-03T21:42:13Z,1,2,2,2,[],[],[],[],,,,,[],https://github.com/slank/awsgi/pull/7.patch,https://api.github.com/repos/slank/awsgi/pulls/7/commits
374,PullRequestEvent,2016-03-11 15:07:36+00:00,6590477,alex/pretend,772,alex,,,62462355,,Refs #5 -- Make 'stub' object callable,closed,False,14,This PR makes the `stub` object callable by setting the `__call__` magic method.,https://api.github.com/repos/alex/pretend/issues/14,,2016-03-11T15:07:36Z,2016-03-11T15:07:36Z,1,6,0,2,[],[],[],[],,,,,[],https://github.com/alex/pretend/pull/14.patch,https://api.github.com/repos/alex/pretend/pulls/14/commits
375,PullRequestEvent,2018-05-27 18:14:49+00:00,6590477,alex/pretend,772,alex,,,156074204,,make sure everything is new,closed,False,20,,https://api.github.com/repos/alex/pretend/issues/20,,2018-05-27T18:14:48Z,2018-05-27T18:14:48Z,4,4,4,3,OWNER,[],[],[],,,,,[],https://github.com/alex/pretend/pull/20.patch,https://api.github.com/repos/alex/pretend/pulls/20/commits
428,PullRequestEvent,2018-01-18 18:15:15+00:00,5021892,hgrecco/pint,7409194,srgkoshelev,,,163587305,,Closes #592,open,False,613,,https://api.github.com/repos/hgrecco/pint/issues/613,,,2018-01-18T18:15:15Z,3,4,1,1,NONE,[],[],[],,,,,[],https://github.com/hgrecco/pint/pull/613.patch,https://api.github.com/repos/hgrecco/pint/pulls/613/commits
429,PullRequestEvent,2015-12-22 02:58:05+00:00,5021892,hgrecco/pint,278566,hgrecco,,,51971533,,Update tutorial.rst,closed,False,305,">>> o = object()
>>> id(o)
30969712
>>> id(o) is id(o)
False
>>>",https://api.github.com/repos/hgrecco/pint/issues/305,2015-12-22T02:58:04Z,2015-12-22T02:58:04Z,2015-12-22T02:58:04Z,1,1,1,1,[],[],[],[],hgrecco,278566,User,False,[],https://github.com/hgrecco/pint/pull/305.patch,https://api.github.com/repos/hgrecco/pint/pulls/305/commits
432,PullRequestEvent,2016-11-17 05:14:56+00:00,5021892,hgrecco/pint,278566,hgrecco,,,85512036,,fix to_compact for negative magnitude ,closed,False,435,"Q(-1000, 's').to_compact() did fail because it tried to compute the logarithm of the negative magnitude.
",https://api.github.com/repos/hgrecco/pint/issues/435,,2016-11-17T05:14:55Z,2016-11-17T05:14:55Z,1,13,2,2,[],[],[],[],,,,,[],https://github.com/hgrecco/pint/pull/435.patch,https://api.github.com/repos/hgrecco/pint/pulls/435/commits
434,PullRequestEvent,2016-11-17 04:47:04+00:00,5021892,hgrecco/pint,278566,hgrecco,,,94096185,,Correctly order units in siunitx formatting,closed,False,457,Close #441,https://api.github.com/repos/hgrecco/pint/issues/457,,2016-11-17T04:47:04Z,2016-11-17T04:47:04Z,1,5,2,1,[],[],[],[],,,,,[],https://github.com/hgrecco/pint/pull/457.patch,https://api.github.com/repos/hgrecco/pint/pulls/457/commits
443,PullRequestEvent,2017-10-13 16:59:21+00:00,6662075,joke2k/faker,89607,fcurella,,,142843756,,"Add ASCII emails, add random uuid4 emails",closed,False,609,"A couple of additions to the existing emails:

- Added ASCII emails (100% no Unicode character occurrence).
- Added UUID4 emails (to ensure uniqueness, when needed).

The following methods added:

- ascii_email
- ascii_safe_email
- ascii_free_email
- ascii_company_email
",https://api.github.com/repos/joke2k/faker/issues/609,2017-10-13T16:59:21Z,2017-10-13T16:59:21Z,2017-10-13T16:59:21Z,5,159,3,4,NONE,[],[],[],fcurella,89607,User,False,[],https://github.com/joke2k/faker/pull/609.patch,https://api.github.com/repos/joke2k/faker/pulls/609/commits
448,PullRequestEvent,2016-09-22 17:27:06+00:00,6662075,joke2k/faker,17710133,illia-v,,,86380007,,Add a Ukrainian address provider,open,False,391,,https://api.github.com/repos/joke2k/faker/issues/391,,,2016-09-22T17:27:06Z,1,74,0,1,[],[],[],[],,,,,[],https://github.com/joke2k/faker/pull/391.patch,https://api.github.com/repos/joke2k/faker/pulls/391/commits
