,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_id,pr_node_id,pr_title,pr_state,pr_locked,pr_number,pr_body,pr_issue_url,pr_merged_at,pr_closed_at,pr_updated_at,pr_commits,pr_additions,pr_deletions,pr_changed_files,pr_author_association,pr_assignees,pr_requested_reviewers,pr_requested_teams,pr_merged_by_login,pr_merged_by_id,pr_merged_by_type,pr_merged_by_site_admin,pr_label,pr_patch_url,pr_commits_url
11,PullRequestEvent,2018-06-07 14:51:46+00:00,54391698,jd/pifpaf,2644,jd,,,193349439,MDExOlB1bGxSZXF1ZXN0MTkzMzQ5NDM5,Add .mergify.yml,open,False,105,Signed-off-by: Julien Danjou <julien@danjou.info>,https://api.github.com/repos/jd/pifpaf/issues/105,,,2018-06-07T14:51:45Z,1,9,0,1,OWNER,[],[],[],,,,,[],https://github.com/jd/pifpaf/pull/105.patch,https://api.github.com/repos/jd/pifpaf/pulls/105/commits
64,PullRequestEvent,2015-02-04 13:46:11+00:00,7369432,Turbo87/utm,141300,Turbo87,,,28638958,,💄 for #8,closed,False,10,,https://api.github.com/repos/Turbo87/utm/issues/10,2015-02-04T13:46:10Z,2015-02-04T13:46:10Z,2015-02-04T13:46:10Z,1,5,4,1,[],[],[],[],Turbo87,141300,User,False,[],https://github.com/Turbo87/utm/pull/10.patch,https://api.github.com/repos/Turbo87/utm/pulls/10/commits
124,PullRequestEvent,2017-10-03 15:14:14+00:00,95264151,gabfl/vault,8358050,gabfl,,,144450016,,Autolock compatibility with new loops,open,False,23,,https://api.github.com/repos/gabfl/vault/issues/23,,,2017-10-03T15:14:14Z,1,46,30,2,OWNER,[],[],[],,,,,[],https://github.com/gabfl/vault/pull/23.patch,https://api.github.com/repos/gabfl/vault/pulls/23/commits
158,PullRequestEvent,2017-10-27 00:42:42+00:00,95191952,rainx/pytdx,101971,rainx,,,148968760,,Feature/fix nature name,closed,False,91,"修正港股和期货部分nature_name没有正确解析的问题
",https://api.github.com/repos/rainx/pytdx/issues/91,2017-10-27T00:42:42Z,2017-10-27T00:42:42Z,2017-10-27T00:42:42Z,4,57,19,2,CONTRIBUTOR,[],[],[],rainx,101971,User,False,[],https://github.com/rainx/pytdx/pull/91.patch,https://api.github.com/repos/rainx/pytdx/pulls/91/commits
165,PullRequestEvent,2012-01-10 10:22:29+00:00,1670404,smira/txZMQ,55211,smira,,,667907,,More twisted compliance,closed,[],11,"As class attributes, both  PEP 8 and the Twisted coding standards ask that
ZmqEndpointType.Bind and ZmqEndpointType.Connect instead be named
ZmqEndpointType.bind and ZmqEndpointType.connect, respectively.",https://github.com/smira/txZMQ/issues/11,2012-01-10T10:22:29Z,2012-01-10T10:22:29Z,2012-01-10T10:22:29Z,4,284,219,17,[],[],[],[],smira,55211,,,[],https://github.com/smira/txZMQ/pull/11.patch,[]
167,PullRequestEvent,2016-01-24 11:57:59+00:00,1210175,sunng87/jip,221942,sunng87,,,56989237,,Update download_string in util.py,closed,False,28,"Platform : Windows

Using jython and jip.embed require(), I had a problem updating maven packages having utf8 characters within their pom file.
The error message was :

Traceback (most recent call last):
  File ""<somescript>.py"", line 10, in <module>
    require('<sompackage>')
  File ""C:\jython2.7.0\Lib\site-packages\jip\embed.py"", line 38, in require
    artifact_set = _resolve_artifacts([artifact])
  File ""C:\jython2.7.0\Lib\site-packages\jip\commands.py"", line 109, in _resolve
_artifacts
    pominfo = _find_pom(artifact)
  File ""C:\jython2.7.0\Lib\site-packages\jip\commands.py"", line 86, in _find_pom
    cache_manager.put_artifact_pom(artifact, pom)
  File ""C:\jython2.7.0\Lib\site-packages\jip\cache.py"", line 90, in put_artifact
_pom
    self.cache.put_pom(artifact, data)
  File ""C:\jython2.7.0\Lib\site-packages\jip\cache.py"", line 65, in put_pom
    f.write(data)
UnicodeEncodeError: 'ascii' codec can't encode characters in position 2706-2707: ordinal not in range(128)

I traced it back to the download function where the binary content is more interesting than the ""string"".
The real problem seems to lie within the requests library which doesn't return correct encoding for content of type : text\xml but still this patch makes the downloading of content encoding agnostic.

It solved my problem.",https://api.github.com/repos/sunng87/jip/issues/28,2016-01-24T11:57:58Z,2016-01-24T11:57:58Z,2016-01-24T11:57:58Z,1,1,1,1,[],[],[],[],sunng87,221942,User,False,[],https://github.com/sunng87/jip/pull/28.patch,https://api.github.com/repos/sunng87/jip/pulls/28/commits
182,PullRequestEvent,2016-05-14 22:57:52+00:00,11737385,Dav1dde/glad,255721,Dav1dde,,,68453983,,cmake: allow cmake to use primary python,closed,False,50,"In CMakeLists.txt, this seems unnecessary:

`set(Python_ADDITIONAL_VERSIONS 2)`

Using pyenv where both python 2 and python 3 are present, but where python 3 is the default python in use, this line seems to make cmake favour python 2, resulting in failure to find python.",https://api.github.com/repos/Dav1dde/glad/issues/50,2016-05-14T22:57:52Z,2016-05-14T22:57:52Z,2016-05-14T22:57:52Z,1,0,1,1,[],[],[],[],Dav1dde,255721,User,False,[],https://github.com/Dav1dde/glad/pull/50.patch,https://api.github.com/repos/Dav1dde/glad/pulls/50/commits
214,PullRequestEvent,2017-11-20 14:53:59+00:00,34402403,bndr/pipreqs,11588598,talperetz,,,153649346,,added support for >= in addition to ==,open,False,107,"using flag --gt
(gt = greater than)",https://api.github.com/repos/bndr/pipreqs/issues/107,,,2017-11-20T14:53:58Z,1,9,7,1,NONE,[],[],[],,,,,[],https://github.com/bndr/pipreqs/pull/107.patch,https://api.github.com/repos/bndr/pipreqs/pulls/107/commits
239,PullRequestEvent,2016-08-04 00:15:04+00:00,5021892,hgrecco/pint,278566,hgrecco,,,69438019,,Use roman type for LaTeX units and add a space before them,closed,False,377,"Italics should only be used for variables, units should be written in roman text.

See http://latex.wikia.com/wiki/Mathrm_%28LaTeX_symbol%29 or http://physics.nist.gov/cuu/pdf/typefaces.pdf for example.

josephwright/siunitx@51bd580 uses `\ ` for the space, if I'm reading it correctly.

**Before:**

> ![2016-05-09 21_56_14-spyder python 2 7](https://cloud.githubusercontent.com/assets/58611/15133475/05495f0a-1631-11e6-9505-0320038c22ce.png)

**After:**

> ![2016-05-09 21_57_02-spyder python 2 7](https://cloud.githubusercontent.com/assets/58611/15133478/0a986078-1631-11e6-95da-e5f3b3bd9203.png)

**Still a problem:**

> ![2016-05-09 21_54_41-spyder python 2 7](https://cloud.githubusercontent.com/assets/58611/15133479/0f7d6412-1631-11e6-9289-299d2914ca98.png)

which could be fixed by replacing `_` with `\_` in the units?",https://api.github.com/repos/hgrecco/pint/issues/377,2016-08-04T00:15:03Z,2016-08-04T00:15:04Z,2016-08-04T00:15:04Z,12,1537,1133,13,[],[],[],[],hgrecco,278566,User,False,[],https://github.com/hgrecco/pint/pull/377.patch,https://api.github.com/repos/hgrecco/pint/pulls/377/commits
250,PullRequestEvent,2016-12-16 16:28:34+00:00,6662075,joke2k/faker,89607,fcurella,,,91538677,,Remove the warning about the `fake-factory` deprecation from `setup.py`,closed,False,414,"Since the package `fake-factory` is not being updated, should not the warning be removed?
",https://api.github.com/repos/joke2k/faker/issues/414,,2016-12-16T16:28:34Z,2016-12-16T16:28:34Z,1,0,5,1,[],[],[],[],,,,,[],https://github.com/joke2k/faker/pull/414.patch,https://api.github.com/repos/joke2k/faker/pulls/414/commits
