,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,release_action,release_tag_name,release_name,release_body
372,ReleaseEvent,2017-07-10 03:25:49+00:00,45852176,arose/nglview,4451957,hainm,,,published,v0.6.5,v0.6.5,FIX: clear_representation #631 
498,ReleaseEvent,2018-07-04 18:16:15+00:00,13943006,MrYsLab/PyMata,5189838,MrYsLab,,,published,v2.19,Add support for digitnal input PULLUP,Overrides 2.18 since pypi does not seem to see 2.18 when doing a pip install.
499,ReleaseEvent,2017-04-15 08:54:58+00:00,81815654,Noctem/pycrypt,1787524,Noctem,,,published,v0.6.0,0.6.0,"* Translate to Cython
* Add a proper `Twofish_fatal` function instead of infinitely looping"
1117,ReleaseEvent,2016-12-09 13:19:35+00:00,63892846,samuelcolvin/arq,4039449,samuelcolvin,,,published,v0.2.0,v0.2.0,"changes:
* add `concurrency_enabled` argument to aid in testing
* fix conflict with unitest.mock"
1149,ReleaseEvent,2018-04-12 15:09:12+00:00,58374888,wkentaro/labelme,4310419,wkentaro,,,published,v2.11.0,,
1155,ReleaseEvent,2018-07-01 10:52:17+00:00,65270000,wuyue92tree/crwy,7899044,wuyue92tree,,,published,1.0.9,v1.0.9,"2018-07-01
set添加srem方法，修改部分说明信息;
添加依赖retrying，imapclient;
添加超级鹰api;
last_insert_id返回调整;
为redis添加单例模式，保证线程内连接池共享;
为sql模块对象添加单例模式支持，实现连接池共享及更名db模块为sqlalchemy;
新增scrapy_plugs自定义常用中间件;
RedisRFPDupeFilter添加SPIDER_NAME检查;
添加有序集合，用于采集时，进行按时间点去重;
添加scrapy_plugs;
添加从consul加载配置文件逻辑。;
添加cls_singleton关键词用于控制单例模式是否生效;
添加zscore;
添加DUPEFILTER_DELAY_DAY选项，若该值大于0，则采用有序集合进行去重，time.time()时间戳作为score;
dict2obj 添加change_dict选项，用于控制是否转换target内部dict为obj;
修复通过zscore判断失效时间时，时间计算错误问题;
添加过滤日志;
添加aby代理下载中间件;
在meta选项中添加对duperliter_delay_day监听，添加DUPEFILTER_DO_HASH选项;
修改代理中间件;
移动redis_m模块到no_sql."
1226,ReleaseEvent,2018-06-02 08:02:49+00:00,84231584,deadc0de6/dotdrop,8973919,deadc0de6,,,published,v0.14,v0.14,"* add support for *pre*/*post* actions thanks to @ziirish 
* fix include bug
* fix updating directory
* fix importing dotfile and unique key
* adding bash scripts tests"
1234,ReleaseEvent,2017-04-25 21:23:26+00:00,5934517,dpkp/kafka-python,483314,jeffwidman,,,published,1.3.2,,
1460,ReleaseEvent,2018-08-18 23:33:21+00:00,114459569,bmoscon/cryptofeed,1280059,bmoscon,,,published,v0.11.1,v0.11.1,
1786,ReleaseEvent,2018-03-06 16:53:00+00:00,62165703,kalaspuff/tomodachi,89139,kalaspuff,,,published,0.9.4,0.9.4,* Fixes an issue affecting websocket connections where the receive function was invalidly called twice of which one time were without error handling.
2287,ReleaseEvent,2018-02-06 02:20:08+00:00,120163244,raimon49/pip-licenses,221802,raimon49,,,published,v-1.1.0,1.1.0,"* Improve document
    * Add ToC to README document
    * Add a information of dependencies"
