,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,release_action,release_tag_name,release_name,release_body
118,ReleaseEvent,2017-01-27 00:19:14+00:00,21352292,mcs07/MolVS,732185,mcs07,,,published,v0.0.4,MolVS v0.0.4,
365,ReleaseEvent,2016-08-15 17:30:56+00:00,27279174,garnaat/kappa,65675,josegonzalez,,,published,0.6.0,0.6.0 (2016-08-03),"- Fix for the config file example. [Igor Serko]

  Github doesn't seem to support `sourcecode` blocks ... instead they're
  called `code`, see http://docutils.sourceforge.net/docs/ref/rst/directives.html#code


- S3 Event Source Status fix. [Igor Serko]

  The CLI expects to see `EventSourceArn` and `State` in the result from the `status` method in each event_source. This makes it work for the S3 event sources


- 4-space indentation fix. [Matteo Sessa]

- Add support for prefix/suffix filters on S3. [Matteo Sessa]

- Include environment at lambda function qualifier. [Matteo Sessa]

- Include datasources in distribution. [Matteo Sessa]

- Fix #73. [LaiQiang Ding]

- Cloudwatch: eliminate 'else' before return in _to_status. [James
  Cooper]

- Remove event_source.py - accidentally re-added when I rebased. [James
  Cooper]

- Add .gitignore to 'cron' sample. [James Cooper]

- Added 'cron' sample to demo CloudWatch events. [James Cooper]

- Add CloudWatchEventSource. [James Cooper]

- Test_role.py: use string.printable instead of lowercase (fixes Python
  3.x) [James Cooper]

- Role.py: only strip 'Role' from 'get_role' response if present (passes
  placebo tests) [James Cooper]

- Add unit tests for Role.delete. [James Cooper]

- Context.py: revert pep8 fix. [James Cooper]

- Context.py: pep8 - line too long. [James Cooper]

- Modify role.delete to no-op if role missing. [James Cooper]

  If ""kappa delete"" fails midway then re-running it will fail during
  role removal.

  This PR modifies `delete` to check if the role exists.  If it does not
  then we log a debug line and return early.

  I also consolidated various methods that were calling `get_role` so that
  error handling is consistent, and removed `_find_all_roles` as
  `get_role` is sufficient, and probably faster (particularly for accounts
  with many roles).


- Fix code smell. [Jose Diaz-Gonzalez]

- Simplify event source retrieval. [Jose Diaz-Gonzalez]

- Make output look a little nicer. [Jose Diaz-Gonzalez]

- Require that environment exist before indexing it. [Jose Diaz-
  Gonzalez]

- Refactor event sources into their own modules. [Jose Diaz-Gonzalez]"
380,ReleaseEvent,2017-07-03 20:53:39+00:00,11186886,irmen/Serpent,1771820,irmen,,,published,serpent-1.23,Release 1.23 (python + java),"*python:*
- tighter limit on max recursion level to avoid RecursionError even better

*java:*
- **now requires Java 8 (JDK 1.8) minimum to compile & run!**
- Java 9 compatibility added.
"
705,ReleaseEvent,2018-02-26 08:07:39+00:00,50903853,AnalogJ/lexicon,891875,AnalogJ,,,published,v2.1.20,v2.1.20,"Timestamp |  SHA | Message | Author
------------- | ------------- | ------------- | -------------
2018-02-26T08:07Z | 0904f1a4 | (v2.1.20) Automated packaging of release by CapsuleCD | CapsuleCD
2018-02-25T11:34Z | fc3b1801 | Merge d9f241d123e36878590b6d593c8d6d1af731c91f into a0e7ed077f0967ba0b7f45dd0c5763f6924a6402 | Joost de Bruijn
2018-02-25T11:33Z | d9f241d1 | Add AuroraDNS support | Joost de Bruijn
2018-02-23T16:48Z | a0e7ed07 | Merge pull request #173 from alexzorin/certbot_hook  docs: Add Certbot hook | Jason Kulatunga
2018-02-17T06:21Z | fa905f3e | add certbot hook  ref #170 | Alex Zorin
2018-02-08T08:25Z | 8d07c4d6 | Merge pull request #169 from rmarscher/patch-1  Ignore unknown hooks | Jason Kulatunga
2018-02-08T07:11Z | 2623e85d | Ignore unknown hooks  This avoids the error in the latest dehydrated seen here: https://github.com/lukas2511/dehydrated/blob/2eedd69ee9420db11cd9b542a37ca2f2266adb7e/dehydrated#L1095-L1097 | Rob Marscher
2018-02-04T23:33Z | 596c0e06 | Update README.md | Jason Kulatunga
"
1428,ReleaseEvent,2015-04-26 09:51:32+00:00,28453253,hughperkins/DeepCL,123560,hughperkins,,,published,v4.0.0rc12,v4.0.0rc12,"### New:
- added dropout :-)
- activations now available as separate layers
   - simply specify 'linear' as the type for the previous convolutional or fullyconnected layer, and then append an appropriate activation layer
- you can put 'z' at the end of a a convolutional layer in netdef syntax to make it zero-padded
- Doxygen documentation available for C++ API at http://hughperkins.github.io/DeepCL/4.x.x/html/annotated.html 

### Changes:
- default in netdef syntax is that convolutional layers and fully connected layers are now linear

Example of a new-style netdef, incorporating dropout, making use of linear is the new default, and using the `z` syntax for zero-padding:
```bash
netdef=rt2-8c5z-relu-mp2-16c5z-relu-mp3-150n-drop-10n
```

### Binaries:
- Windows commandline and C++ libraries attached
- for Python wrappers, in Cython, please use pypi: https://pypi.python.org/pypi/DeepCL/4.0.0rc12 
"
1728,ReleaseEvent,2017-10-08 21:40:50+00:00,62165703,kalaspuff/tomodachi,89139,kalaspuff,,,published,0.5.2,0.5.2,"* Add argument option for log level as '-l' or '--log'. [@djKooks]
* Better matching of imported modules on hot-reload which will cause reloading into code with syntax errors or indentation errors much harder."
1770,ReleaseEvent,2015-03-09 01:18:03+00:00,3706909,nickstenning/honcho,3602,nickstenning,,,published,v0.6.2,,"* ADDED: Colour output is now supported on Windows when the ``colorama``
  package is installed.
* FIXED: Honcho no longer always crashes on Windows. Sorry about that."
2068,ReleaseEvent,2015-10-13 16:11:38+00:00,6054289,niklasf/python-chess,402777,niklasf,,,published,v0.12.4,python-chess v0.12.4,
2444,ReleaseEvent,2016-07-17 14:07:18+00:00,54639247,thombashi/pathvalidate,15517661,thombashi,,,published,v0.5.0,,"- Drop support for Python 2.6
- Add validate_excel_sheet_name function
- Add sanitize_excel_sheet_name function
"
2919,ReleaseEvent,2018-04-02 12:01:11+00:00,113642904,henry0312/pytest-codestyle,433434,henry0312,,,published,v1.2.1,v1.2.1,"## Micro Enhancements

### Added

- Add Makefile ([#23](https://github.com/henry0312/pytest-codestyle/pull/23))
- Add MANIFEST.in ([#24](https://github.com/henry0312/pytest-codestyle/pull/24))
- Add long_description_content_type to setup ([#25](https://github.com/henry0312/pytest-codestyle/pull/25))

### Fixed

- Fix and update setup.py ([#22](https://github.com/henry0312/pytest-codestyle/pull/22))

### Changed

- Update the link to PyPI ([#26](https://github.com/henry0312/pytest-codestyle/pull/26))"
