,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_id,pr_node_id,pr_title,pr_state,pr_locked,pr_number,pr_body,pr_issue_url,pr_merged_at,pr_closed_at,pr_updated_at,pr_commits,pr_additions,pr_deletions,pr_changed_files,pr_author_association,pr_assignees,pr_requested_reviewers,pr_requested_teams,pr_merged_by_login,pr_merged_by_id,pr_merged_by_type,pr_merged_by_site_admin,pr_label,pr_patch_url,pr_commits_url
52,PullRequestEvent,2016-03-05 17:10:48+00:00,27924304,cdent/gabbi,1222137,jasonamyers,,,61814967,,Jsonpath more,closed,False,115,"This adds support for sorting and filtering in json paths, using jsonpath_rw_ext with a slight modification to allow the results to be traversable (see [pull request](https://github.com/sileht/python-jsonpath-rw-ext/pull/7)).

Fixes #114
Fixes #86 

/cc @FND @jasonamyers ",https://api.github.com/repos/cdent/gabbi/issues/115,2016-03-05T17:10:45Z,2016-03-05T17:10:45Z,2016-03-05T17:10:45Z,3,144,44,6,[],[],[],[],jasonamyers,1222137,User,False,[],https://github.com/cdent/gabbi/pull/115.patch,https://api.github.com/repos/cdent/gabbi/pulls/115/commits
62,PullRequestEvent,2018-01-03 19:41:14+00:00,72066935,cs01/gdbgui,5715368,cs01,,,160984473,,Add native Windows support,closed,False,150,,https://api.github.com/repos/cs01/gdbgui/issues/150,2018-01-03T19:41:14Z,2018-01-03T19:41:14Z,2018-01-03T19:41:14Z,3,94,53,7,OWNER,[],[],[],cs01,5715368,User,False,[],https://github.com/cs01/gdbgui/pull/150.patch,https://api.github.com/repos/cs01/gdbgui/pulls/150/commits
120,PullRequestEvent,2017-06-16 10:02:02+00:00,65468547,jd/tenacity,2644,jd,,,124745261,,feat: added wait_full_jitter,closed,False,70,"Hi,

I've implemented a wait strategy based on the results of this Amazon Architecture Blog:

https://www.awsarchitectureblog.com/2015/03/backoff.html

The Full Jitter strategy attempts to prevent synchronous clusters
from forming in distributed systems by combining exponential backoff
with random jitter. This differs from other strategies as jitter isn't
added to the exponentially increasing sleep time, rather the time is
computed is uniformly random between zero and the exponential point.

Excerpted from the above blog:

      sleep = random_between(0, min(cap, base * 2 ** attempt))

A competing algorithm called ""Decorrelated Jitter"" is competitive
and in some circumstances may be better. c.f. the above blog for
details.

This is a little bit of a hack because it would be possible to implement this by
making `wait_random` take a function or integer instead of only integers. That would
allow for composing `wait_exponential` and `wait_random` to achieve this effect.

Hope you find this helpful!
Will
",https://api.github.com/repos/jd/tenacity/issues/70,2017-06-16T10:02:02Z,2017-06-16T10:02:02Z,2017-06-16T10:02:02Z,1,87,0,3,[],[],[],[],jd,2644,User,False,[],https://github.com/jd/tenacity/pull/70.patch,https://api.github.com/repos/jd/tenacity/pulls/70/commits
128,PullRequestEvent,2018-03-24 09:53:23+00:00,96523010,komuw/sewer,5163857,komuw,,,177229636,,Acme dns tests,closed,False,92,"Thank you for contributing to sewer.                    
Every contribution to sewer is important to us.                       
You may not know it, but you have just contributed to making the world a more safer and secure place.                         

Contributor offers to license certain software (a “Contribution” or multiple
“Contributions”) to sewer, and sewer agrees to accept said Contributions,
under the terms of the MIT License.
Contributor understands and agrees that sewer shall have the irrevocable and perpetual right to make
and distribute copies of any Contribution, as well as to create and distribute collective works and
derivative works of any Contribution, under the MIT License.


Now,                   

## What(What have you changed?)
- add tests for acmeDNS
- autopep8

## Why(Why did you change it?)

",https://api.github.com/repos/komuw/sewer/issues/92,2018-03-24T09:53:23Z,2018-03-24T09:53:23Z,2018-03-24T09:53:23Z,4,75,7,5,OWNER,[],[],[],komuw,5163857,User,False,[],https://github.com/komuw/sewer/pull/92.patch,https://api.github.com/repos/komuw/sewer/pulls/92/commits
179,PullRequestEvent,2017-10-21 11:14:49+00:00,13303522,MrLeeh/pyads,9211347,dabrowne,,,147939794,,Deprecation warning for upcoming shift to Ex functions,open,False,41,,https://api.github.com/repos/MrLeeh/pyads/issues/41,,,2017-10-21T11:14:49Z,3,8,0,1,CONTRIBUTOR,[],[],[],,,,,[],https://github.com/MrLeeh/pyads/pull/41.patch,https://api.github.com/repos/MrLeeh/pyads/pulls/41/commits
194,PullRequestEvent,2015-11-14 13:46:39+00:00,6590477,alex/pretend,772,alex,,,50723869,,turn on pip caching,open,False,13,,https://api.github.com/repos/alex/pretend/issues/13,,,2015-11-14T13:46:38Z,1,3,0,1,[],[],[],[],,,,,[],https://github.com/alex/pretend/pull/13.patch,https://api.github.com/repos/alex/pretend/pulls/13/commits
198,PullRequestEvent,2015-09-28 14:26:59+00:00,34402403,bndr/pipreqs,1145456,bndr,,,46162715,,Added .svn & .hg to directory ignores.,closed,False,26,"Added .svn & .hg to directory ignores.
Also added *.bak to git ignores.

Addresses #25",https://api.github.com/repos/bndr/pipreqs/issues/26,2015-09-28T14:26:59Z,2015-09-28T14:26:59Z,2015-09-28T14:26:59Z,1,2,1,2,[],[],[],[],bndr,1145456,User,False,[],https://github.com/bndr/pipreqs/pull/26.patch,https://api.github.com/repos/bndr/pipreqs/pulls/26/commits
245,PullRequestEvent,2016-03-17 04:52:37+00:00,6662075,joke2k/faker,483314,jeffwidman,,,63173176,,Add note about upcoming Pypi namespace change,open,False,341,,https://api.github.com/repos/joke2k/faker/issues/341,,,2016-03-17T04:52:37Z,1,3,0,1,[],[],[],[],,,,,[],https://github.com/joke2k/faker/pull/341.patch,https://api.github.com/repos/joke2k/faker/pulls/341/commits
247,PullRequestEvent,2017-06-02 20:18:31+00:00,6662075,joke2k/faker,89607,fcurella,,,123792895,,fix `past_date` and `past_datetime` methods,open,False,527,,https://api.github.com/repos/joke2k/faker/issues/527,,,2017-06-02T20:18:31Z,1,6,2,1,[],[],[],[],,,,,[],https://github.com/joke2k/faker/pull/527.patch,https://api.github.com/repos/joke2k/faker/pulls/527/commits
260,PullRequestEvent,2015-07-30 01:56:46+00:00,4576441,kbandla/dpkt,200847,kbandla,,,40390635,,close #207; add RR.type exceptions; fix unpacking RR.rlen,closed,False,208,,https://api.github.com/repos/kbandla/dpkt/issues/208,2015-07-30T01:56:45Z,2015-07-30T01:56:45Z,2015-07-30T01:56:45Z,1,25,0,1,[],[],[],[],kbandla,200847,User,False,[],https://github.com/kbandla/dpkt/pull/208.patch,https://api.github.com/repos/kbandla/dpkt/pulls/208/commits
