,type,created_at,repo_id,repo_name,actor_id,actor_login,org_id,org_login,pr_id,pr_node_id,pr_title,pr_state,pr_locked,pr_number,pr_body,pr_issue_url,pr_merged_at,pr_closed_at,pr_updated_at,pr_commits,pr_additions,pr_deletions,pr_changed_files,pr_author_association,pr_assignees,pr_requested_reviewers,pr_requested_teams,pr_merged_by_login,pr_merged_by_id,pr_merged_by_type,pr_merged_by_site_admin,pr_label,pr_patch_url,pr_commits_url
20,PullRequestEvent,2015-03-27 11:39:39+00:00,25983331,fnl/segtok,109501,fnl,,,32084494,,Python 3.3 and 2.7 support,closed,False,2,"Hi Florian,

I've added Python 2.7 and Python 3.3 support in this PR and created Travis CI config to check Python version compatibility on each commit / PR.

In Python 2.x command-line utility could breaks if console encoding is not utf-8 (i.e. systems with LC_ALL=C), but with utf-8 encoding it works. Python library should work fine in Python 2.x regardless of system settings.",https://api.github.com/repos/fnl/segtok/issues/2,2015-03-27T11:39:39Z,2015-03-27T11:39:39Z,2015-03-27T11:39:39Z,4,74,14,9,[],[],[],[],fnl,109501,User,False,[],https://github.com/fnl/segtok/pull/2.patch,https://api.github.com/repos/fnl/segtok/pulls/2/commits
29,PullRequestEvent,2016-04-21 19:54:13+00:00,2792391,gruns/furl,1041265,gruns,,,63707901,,Syntax corrected,closed,False,64,"unnecessary new line removed, new line added at some places.  ",https://api.github.com/repos/gruns/furl/issues/64,,2016-04-21T19:54:13Z,2016-04-21T19:54:13Z,1,8,3,1,[],[],[],[],,,,,[],https://github.com/gruns/furl/pull/64.patch,https://api.github.com/repos/gruns/furl/pulls/64/commits
38,PullRequestEvent,2017-04-21 09:57:19+00:00,55258005,jopohl/urh,18219846,jopohl,,,116798860,,add native airspy support,closed,False,245,"fix #227 
- [x] test on linux
- [x] add needed windows dlls
- [x] test on windows",https://api.github.com/repos/jopohl/urh/issues/245,2017-04-21T09:57:18Z,2017-04-21T09:57:18Z,2017-04-21T09:57:18Z,35,25949,16,17,[],"[{'login': 'jopohl', 'id': 18219846, 'avatar_url': 'https://avatars1.githubusercontent.com/u/18219846?v=3', 'gravatar_id': '', 'url': 'https://api.github.com/users/jopohl', 'html_url': 'https://github.com/jopohl', 'followers_url': 'https://api.github.com/users/jopohl/followers', 'following_url': 'https://api.github.com/users/jopohl/following{/other_user}', 'gists_url': 'https://api.github.com/users/jopohl/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jopohl/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jopohl/subscriptions', 'organizations_url': 'https://api.github.com/users/jopohl/orgs', 'repos_url': 'https://api.github.com/users/jopohl/repos', 'events_url': 'https://api.github.com/users/jopohl/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jopohl/received_events', 'type': 'User', 'site_admin': False}]",[],[],jopohl,18219846,User,False,[],https://github.com/jopohl/urh/pull/245.patch,https://api.github.com/repos/jopohl/urh/pulls/245/commits
65,PullRequestEvent,2017-03-09 17:43:40+00:00,55258005,jopohl/urh,18219846,jopohl,,,109967434,,	modified:   src/urh/dev/gr/scripts/sdrplay_recv.py,closed,False,194,No real change. Just added a new line (so to accept the new license),https://api.github.com/repos/jopohl/urh/issues/194,,2017-03-09T17:43:40Z,2017-03-09T17:43:40Z,1,1,0,1,[],[],[],[],,,,,[],https://github.com/jopohl/urh/pull/194.patch,https://api.github.com/repos/jopohl/urh/pulls/194/commits
75,PullRequestEvent,2018-06-18 09:43:21+00:00,55258005,jopohl/urh,18219846,jopohl,,,195470883,MDExOlB1bGxSZXF1ZXN0MTk1NDcwODgz,refactor unittests,open,False,466,,https://api.github.com/repos/jopohl/urh/issues/466,,,2018-06-18T09:43:21Z,1,6,10,1,OWNER,[],[],[],,,,,[],https://github.com/jopohl/urh/pull/466.patch,https://api.github.com/repos/jopohl/urh/pulls/466/commits
79,PullRequestEvent,2018-04-20 06:38:52+00:00,55258005,jopohl/urh,18219846,jopohl,,,181410105,,Improve transcript for external programs,closed,False,425,"- [x] rename tabs in simulation dialog
- [x] only pass transcript of current round to external programs",https://api.github.com/repos/jopohl/urh/issues/425,2018-04-20T06:38:52Z,2018-04-20T06:38:52Z,2018-04-20T06:38:52Z,3,111,53,7,OWNER,[],[],[],jopohl,18219846,User,False,[],https://github.com/jopohl/urh/pull/425.patch,https://api.github.com/repos/jopohl/urh/pulls/425/commits
103,PullRequestEvent,2017-02-02 15:59:19+00:00,18603138,WoLpH/mt940,592307,sq9mev,,,104366497,,"#35, fix mBank_set_tnr - it matches tnr with newlines",open,False,36,,https://api.github.com/repos/WoLpH/mt940/issues/36,,,2017-02-02T15:59:19Z,1,164,1,4,[],[],[],[],,,,,[],https://github.com/WoLpH/mt940/pull/36.patch,https://api.github.com/repos/WoLpH/mt940/pulls/36/commits
105,PullRequestEvent,2018-02-12 16:25:43+00:00,119872225,ZYunH/zmail,18065074,ZYunH,,,168624107,,0.0.5 Beta,closed,False,8,New POP3 function.,https://api.github.com/repos/ZYunH/zmail/issues/8,2018-02-12T16:25:43Z,2018-02-12T16:25:43Z,2018-02-12T16:25:43Z,4,454,105,9,OWNER,[],[],[],ZYunH,18065074,User,False,[],https://github.com/ZYunH/zmail/pull/8.patch,https://api.github.com/repos/ZYunH/zmail/pulls/8/commits
123,PullRequestEvent,2018-03-24 13:41:59+00:00,93209191,cemsbr/yala,16239342,pyup-bot,,,177237850,,Update gitpython to 2.1.9,open,False,65,"
This PR updates [gitpython](https://pypi.python.org/pypi/gitpython) from **2.1.8** to **2.1.9**.



*The bot wasn't able to find a changelog for this release. [Got an idea?](https://github.com/pyupio/changelogs/issues/new)*

<details>
  <summary>Links</summary>
  
  - PyPI: https://pypi.python.org/pypi/gitpython
  - Changelog: https://pyup.io/changelogs/gitpython/
  - Repo: https://github.com/gitpython-developers/GitPython
  - Docs: http://pythonhosted.org/GitPython/
</details>

",https://api.github.com/repos/cemsbr/yala/issues/65,,,2018-03-24T13:41:59Z,1,1,1,1,CONTRIBUTOR,[],[],[],,,,,[],https://github.com/cemsbr/yala/pull/65.patch,https://api.github.com/repos/cemsbr/yala/pulls/65/commits
150,PullRequestEvent,2017-01-25 06:07:49+00:00,72066935,cs01/gdbgui,5715368,cs01,,,103060959,,Dev/chad/gdb unfinished output bug,open,False,6,,https://api.github.com/repos/cs01/gdbgui/issues/6,,,2017-01-25T06:07:49Z,3,75,51,8,[],[],[],[],,,,,[],https://github.com/cs01/gdbgui/pull/6.patch,https://api.github.com/repos/cs01/gdbgui/pulls/6/commits
